 CPUAvg,buy,main, AService:570,ItemDaoImpl:233,SearchController:32,SearchController:91,AController:54,ItemDaoImpl:280,AController:90,AController:114,AuthorDaoImpl:64,SearchController:70,AController:96,AController:134,AController:102,AService:468,DaoImpl:43,AController:108,AController:42
120.6,4201,724,0,17039,4203,4204,114533,0,27264,23059,1418,4204,27264,69177,27264,1418,66756,23059,23119
124.93,4399,746,0,16609,4287,4290,119923,0,28544,24139,1384,4290,28544,72417,28544,1384,68827,24139,24166
117.37,4075,696,0,16649,4131,4131,112460,0,26738,22617,1388,4131,26737,67848,26737,1388,65009,22616,22528
103.7,3563,608,0,15103,3628,3629,97496,0,23155,19617,1258,3629,23156,58854,23156,1258,57151,19618,19589
124.77,4314,720,0,17921,4443,4439,118360,0,28126,23809,1495,4439,28126,71427,28126,1495,68898,23809,23838
122.43,4345,695,0,16382,4203,4203,117094,0,27875,23578,1364,4203,27875,70734,27875,1364,67498,23578,23646
122.3,4248,707,0,17045,4202,4202,116055,0,27599,23352,1422,4202,27599,70056,27599,1422,67367,23352,23297
125.53,4345,725,0,17592,4372,4375,120138,0,28556,24155,1464,4375,28556,72465,28556,1464,69448,24155,24169
116.5,3946,624,0,17004,4159,4160,108778,0,25846,21887,1417,4160,25846,65661,25846,1417,63719,21887,21810
117.1,4095,660,0,16431,4171,4170,111222,0,26426,22386,1370,4170,26426,67158,26426,1370,64606,22386,22514
126.83,4550,765,0,18798,4647,4647,124710,0,29647,25091,1566,4647,29647,75273,29647,1566,72846,25091,25086
119.63,4118,663,0,17139,4241,4240,113463,0,26947,22820,1429,4240,26947,68460,26947,1429,65907,22820,22803
128.4,4505,762,0,17764,4381,4376,122032,0,29037,24548,1482,4376,29037,73644,29037,1482,70793,24548,24551
123.03,4296,679,0,16904,4372,4378,118504,0,28183,23839,1406,4378,28183,71517,28183,1406,68011,23839,23852
120.57,4225,680,0,16020,4036,4037,114186,0,27182,22976,1335,4037,27182,68928,27182,1335,65902,22976,22949
127.13,4385,756,0,18387,4493,4491,120068,0,28523,24178,1533,4491,28523,72534,28523,1533,70303,24178,24210
123.8,4351,694,0,16664,4286,4286,118354,0,28149,23799,1388,4286,28149,71397,28149,1388,67854,23799,23764
118.3,4096,669,0,16753,4165,4166,112799,0,26829,22689,1396,4166,26829,68065,26829,1396,65175,22689,22608
122.3,4219,709,0,17037,4257,4248,115343,0,27431,23233,1425,4248,27431,69701,27431,1425,67288,23233,23326
125.43,4438,742,0,17103,4360,4369,120254,0,28613,24190,1420,4369,28613,72570,28613,1420,68979,24190,24165
120.3,4294,702,0,18078,4454,4452,118553,0,28161,23844,1508,4452,28161,71532,28161,1508,69365,23844,23865
125.43,4346,692,0,17886,4421,4424,119282,0,28340,23992,1489,4424,28340,71976,28340,1489,69332,23992,23963
122.97,4263,686,0,17565,4327,4322,116498,0,27687,23429,1466,4322,27687,70287,27687,1466,68048,23429,23456
123,4323,704,0,16577,4201,4203,118170,0,28100,23754,1380,4203,28100,71262,28100,1380,67481,23754,23688
118.67,4149,685,0,16585,4142,4133,112946,0,26852,22745,1389,4133,26852,68235,26852,1389,65876,22745,22846
122.23,4225,665,0,16836,4264,4272,116172,0,27615,23359,1398,4272,27615,70077,27615,1398,67004,23359,23288
117.87,4194,629,0,16198,4143,4143,113856,0,27062,22912,1349,4143,27062,68736,27062,1349,65559,22912,22871
109.93,3813,686,0,15851,3931,3935,107126,0,25506,21543,1319,3935,25506,64629,25506,1319,61664,21543,21512
122.93,4295,718,0,16069,4072,4062,113612,0,27033,22886,1342,4062,27033,68658,27033,1342,65872,22886,22951
123.93,4265,717,0,17747,4370,4372,117847,0,28013,23708,1481,4372,28013,71124,28013,1481,68809,23708,23768
125.87,4276,702,0,18460,4488,4488,117688,0,27952,23681,1536,4488,27952,71043,27952,1536,69017,23681,23654
122.97,4430,743,0,18268,4513,4520,121079,0,28800,24381,1520,4520,28800,73143,28800,1520,70566,24381,24414
119.27,4128,712,0,16567,4095,4092,113478,0,27014,22847,1381,4092,27014,68541,27014,1381,65839,22847,22791
127.03,4490,732,0,17352,4491,4494,122252,0,29069,24570,1446,4494,29069,73710,29069,1446,70160,24570,24639
122.17,4276,747,0,16375,4136,4133,116956,0,27827,23538,1366,4133,27827,70614,27827,1366,67161,23538,23523
123.77,4368,736,0,16505,4187,4186,117523,0,27986,23673,1375,4186,27986,71019,27986,1375,67636,23673,23670
122.9,4332,745,0,16545,4184,4189,117747,0,28021,23684,1377,4189,28021,71052,28021,1377,67833,23684,23696
122.03,4253,734,0,16801,4160,4159,116445,0,27698,23451,1401,4159,27698,70353,27698,1401,67359,23451,23423
124.43,4214,706,0,15995,4091,4086,114118,0,27183,22977,1333,4086,27183,68931,27183,1333,65436,22977,22904
116.77,4123,703,0,15793,4046,4048,113440,0,26977,22802,1318,4048,26977,68406,26977,1318,65088,22802,22900
125.03,4336,701,0,17018,4278,4280,117414,0,27925,23646,1417,4280,27925,70938,27925,1417,68179,23646,23628
123,4299,683,0,17845,4481,4478,118664,0,28187,23842,1487,4478,28187,71526,28187,1487,68667,23842,23845
119.93,4326,687,0,16908,4250,4254,117642,0,27996,23694,1408,4254,27996,71082,27996,1408,68060,23694,23685
111.57,3902,661,0,15464,3912,3913,106277,0,25282,21382,1288,3913,25282,64146,25282,1288,61494,21382,21417
115.83,4089,693,0,15506,4004,4001,111735,0,26611,22515,1293,4001,26611,67545,26611,1293,64099,22515,22478
119,4139,726,0,17170,4224,4227,112983,0,26866,22730,1430,4227,26866,68190,26866,1430,65810,22730,22725
122.67,4197,666,0,17869,4382,4380,115762,0,27478,23276,1490,4380,27478,69828,27478,1490,67720,23276,23318
121.6,4295,727,0,16108,4080,4079,115891,0,27602,23335,1343,4079,27602,70005,27602,1343,66619,23335,23323
124.1,4313,707,0,17637,4363,4361,118105,0,28066,23760,1471,4361,28066,71280,28066,1471,68550,23760,23698
120.8,4152,687,0,17398,4290,4293,114610,0,27228,23067,1448,4293,27228,69201,27228,1448,67252,23067,23108
122.6,4319,803,0,16111,4058,4054,117105,0,27912,23562,1343,4054,27912,70686,27912,1343,66960,23562,23554
122.6,4271,739,0,17261,4343,4349,117725,0,27990,23690,1437,4349,27990,71070,27990,1437,67997,23690,23686
119.53,4165,691,0,16055,4095,4087,112746,0,26809,22721,1340,4087,26809,68163,26809,1340,65293,22721,22711
120.27,4396,715,0,16933,4306,4314,120311,0,28650,24205,1409,4314,28650,72615,28650,1409,69051,24205,24203
102.17,3522,545,0,14434,3574,3567,96147,0,22841,19333,1207,3567,22841,57999,22841,1207,55973,19333,19343
118.67,4210,729,0,15808,4047,4050,113748,0,27089,22880,1315,4050,27089,68640,27089,1315,65134,22880,22876
128.6,4463,741,0,17902,4505,4507,122790,0,29191,24727,1490,4507,29191,74181,29191,1490,71101,24727,24690
120.3,4198,682,0,17316,4300,4302,114953,0,27317,23107,1443,4302,27317,69321,27317,1443,66810,23107,23151
120.67,4108,665,0,17712,4359,4357,114118,0,27078,22942,1477,4357,27078,68826,27078,1477,66522,22942,22876
120.33,4333,687,0,15444,3926,3927,116032,0,27655,23356,1286,3927,27655,70068,27655,1286,66664,23356,23463
115.63,4140,708,0,15158,3920,3920,113142,0,26959,22777,1264,3920,26959,68331,26959,1264,64222,22777,22707
124.6,4252,713,0,16870,4142,4128,115164,0,27403,23188,1407,4128,27403,69564,27403,1407,67079,23188,23214
114.4,3916,647,0,17233,4228,4241,108299,0,25696,21799,1435,4241,25696,65397,25696,1435,63749,21799,21846
118.87,4170,663,0,16127,4074,4075,112914,0,26875,22719,1343,4075,26875,68157,26875,1343,64837,22719,22612
119.33,4314,697,0,17256,4276,4277,118250,0,28127,23772,1438,4277,28127,71316,28127,1438,68643,23772,23875
123.03,4224,741,0,17820,4396,4396,116628,0,27709,23478,1485,4396,27709,70434,27709,1485,67928,23478,23486
120.23,4176,694,0,16840,4261,4257,114721,0,27279,23078,1405,4257,27279,69234,27279,1405,66510,23078,23058
130.17,4534,742,0,17866,4491,4490,123362,0,29339,24846,1489,4490,29339,74538,29339,1489,71406,24846,24808
117.83,4177,722,0,15970,4002,4004,112825,0,26843,22703,1330,4004,26843,68109,26843,1330,65286,22703,22729
121.4,4242,688,0,17532,4404,4407,116626,0,27701,23448,1460,4407,27701,70344,27701,1460,67591,23448,23469
128.63,4358,768,0,18024,4471,4471,120675,0,28702,24299,1502,4471,28702,72897,28702,1502,70040,24299,24238
116.33,4159,696,0,15164,3867,3860,111260,0,26509,22372,1267,3860,26509,67116,26509,1267,63785,22372,22404
129.17,4507,756,0,17462,4403,4409,122953,0,29230,24742,1452,4409,29230,74226,29230,1452,70857,24742,24745
123.67,4361,731,0,17056,4331,4328,119100,0,28321,23958,1424,4328,28321,71874,28321,1424,68713,23958,23963
118.63,4096,699,0,16187,4035,4038,112400,0,26734,22610,1347,4038,26734,67830,26734,1347,64837,22610,22616
118.13,4257,680,0,16879,4309,4307,116290,0,27642,23403,1408,4307,27642,70209,27642,1408,67204,23403,23365
118.77,4163,722,0,16115,4058,4057,113798,0,27086,22891,1342,4057,27086,68673,27086,1342,65452,22891,22924
119.83,4157,715,0,16610,4102,4101,112926,0,26863,22746,1384,4101,26863,68238,26863,1384,65571,22746,22727
122.97,4266,709,0,17955,4437,4440,116909,0,27766,23520,1496,4440,27766,70560,27766,1496,68456,23520,23558
119.53,4121,661,0,16529,4132,4133,112799,0,26836,22708,1377,4133,26836,68124,26836,1377,65474,22708,22692
122.1,4275,717,0,16795,4243,4241,116873,0,27788,23493,1400,4241,27788,70479,27788,1400,67115,23493,23500
124.87,4406,728,0,17530,4393,4394,119886,0,28530,24140,1461,4394,28530,72420,28530,1461,69562,24140,24102
116,3949,663,0,16926,4109,4109,108930,0,25871,21919,1410,4109,25871,65757,25871,1410,64008,21919,21966
118,4056,673,0,16232,4056,4057,110460,0,26274,22217,1352,4057,26274,66651,26274,1352,63922,22217,22207
119.43,4215,711,0,16544,4120,4119,115205,0,27409,23182,1380,4119,27409,69546,27409,1380,66748,23182,23186
123.1,4253,700,0,16804,4246,4248,116330,0,27654,23414,1399,4248,27654,70242,27654,1399,67041,23414,23395
124.93,4553,750,0,17540,4455,4450,124122,0,29557,24951,1463,4450,29557,74853,29557,1463,71428,24951,24983
119.17,4087,766,0,16764,4150,4150,112926,0,26855,22761,1398,4150,26855,68283,26855,1398,65434,22761,22693
124.3,4451,740,0,16580,4217,4218,119600,0,28478,24073,1381,4218,28478,72219,28478,1381,68813,24073,24097
121.67,4253,691,0,16659,4217,4217,116094,0,27620,23361,1387,4217,27620,70083,27620,1387,66947,23361,23369
125.93,4275,753,0,18311,4467,4469,118142,0,28055,23777,1526,4469,28055,71331,28055,1526,69238,23777,23765
124.8,4314,738,0,17945,4423,4422,118257,0,28088,23782,1496,4422,28088,71346,28088,1496,68835,23782,23788
117.13,4140,627,0,15828,4012,4014,111935,0,26632,22509,1318,4014,26632,67527,26632,1318,64532,22509,22532
129,4455,733,0,17841,4497,4491,121939,0,28983,24538,1491,4491,28983,73614,28983,1491,70770,24538,24535
125.77,4387,746,0,17837,4437,4434,121322,0,28855,24385,1486,4434,28855,73155,28855,1486,69965,24385,24352
120.1,4144,661,0,17117,4273,4278,112950,0,26817,22723,1425,4278,26817,68169,26817,1425,65930,22723,22754
128,4532,765,0,19353,4711,4711,125125,0,29727,25167,1613,4711,29727,75501,29727,1613,73121,25167,25189
118.2,4179,684,0,16305,4040,4044,113042,0,26903,22747,1356,4044,26903,68241,26903,1356,65591,22747,22747
119.9,4142,715,0,16735,4181,4177,113881,0,27073,22940,1395,4177,27073,68820,27073,1395,65903,22940,22898
126.87,4407,754,0,18113,4408,4403,120259,0,28602,24197,1514,4403,28602,72591,28602,1514,70186,24197,24188
124.63,4263,732,0,18016,4478,4478,117396,0,27885,23648,1503,4478,27885,70944,27885,1503,68671,23648,23679
123.7,4274,694,0,17471,4274,4279,116958,0,27804,23501,1452,4279,27804,70503,27804,1452,67867,23501,23451
119.77,4174,677,0,17042,4214,4214,113672,0,27014,22880,1420,4214,27014,68640,27014,1420,66392,22880,22912
115.83,3999,625,0,16602,4090,4090,109247,0,25975,21973,1383,4090,25975,65919,25975,1383,63589,21973,22000
123.87,4098,703,0,18769,4500,4504,115130,0,27317,23180,1562,4504,27317,69540,27317,1562,68149,23180,23165
127.9,4441,729,0,18604,4560,4555,121146,0,28793,24365,1551,4555,28793,73095,28793,1551,70830,24365,24362
116.4,4104,647,0,15584,3959,3962,111779,0,26605,22489,1299,3962,26605,67467,26605,1299,64301,22489,22467
128.77,4541,811,0,18707,4638,4635,124765,0,29633,25102,1560,4635,29633,75306,29633,1560,72538,25102,25127
121.73,4210,698,0,17602,4349,4352,114991,0,27319,23139,1467,4352,27319,69417,27319,1467,67339,23139,23158
116.9,4001,688,0,16309,4027,4025,110958,0,26386,22316,1359,4025,26386,66948,26386,1359,63986,22316,22254
127.07,4392,712,0,18301,4544,4546,120397,0,28592,24194,1523,4546,28592,72582,28592,1523,70255,24194,24254
123.23,4283,732,0,17081,4240,4237,116437,0,27694,23447,1427,4237,27694,70341,27694,1427,67634,23447,23399
107.27,3747,610,0,14888,3713,3717,102056,0,24252,20516,1238,3717,24252,61548,24252,1238,58944,20516,20558
128.43,4457,757,0,17935,4443,4442,122168,0,29033,24584,1494,4442,29033,73752,29033,1494,70836,24584,24586
123.33,4317,682,0,17405,4347,4350,117726,0,27980,23678,1450,4350,27980,71034,27980,1450,68465,23678,23680
125.03,4305,748,0,16827,4232,4227,117945,0,28057,23735,1405,4227,28057,71205,28057,1405,68106,23735,23725
121.6,4214,687,0,17001,4250,4243,115245,0,27411,23173,1419,4243,27411,69519,27411,1419,66651,23173,23170
123.7,4291,730,0,17853,4420,4429,117653,0,27959,23683,1484,4429,27959,71049,27959,1484,68566,23683,23665
122.23,4341,692,0,18249,4477,4475,118953,0,28269,23935,1521,4475,28269,71805,28269,1521,69670,23935,23929
118.4,4127,699,0,16504,4113,4113,112617,0,26789,22662,1375,4113,26789,67986,26789,1375,65113,22662,22667
121.5,4235,703,0,16539,4145,4148,115850,0,27540,23300,1378,4148,27540,69900,27540,1378,67026,23300,23319
108,3715,634,0,15214,3783,3777,102680,0,24434,20647,1271,3777,24434,61941,24434,1271,59232,20647,20562
118.87,4215,719,0,15901,3967,3975,113430,0,26988,22840,1321,3975,26988,68520,26988,1321,65739,22840,22941
126.57,4360,717,0,17447,4339,4336,119632,0,28440,24064,1454,4336,28440,72192,28440,1454,68926,24064,24071
126.5,4389,715,0,18201,4478,4478,119754,0,28462,24119,1518,4478,28462,72357,28462,1518,69916,24119,24050
124.93,4272,735,0,17009,4216,4212,117458,0,27972,23648,1417,4212,27972,70944,27972,1417,68109,23648,23670
125.1,4416,746,0,17143,4289,4289,119411,0,28411,24043,1429,4289,28411,72127,28411,1429,68775,24043,24047
118.67,4188,747,0,16438,4099,4105,114095,0,27148,22966,1369,4105,27148,68900,27148,1369,66088,22966,22996
129.1,4388,828,0,17953,4437,4434,121710,0,28939,24490,1496,4434,28939,73470,28939,1496,70575,24490,24462
123.83,4297,726,0,17712,4363,4360,116962,0,27799,23539,1477,4360,27799,70617,27799,1477,68313,23539,23577
123.43,4355,719,0,17820,4405,4408,119596,0,28426,24058,1484,4408,28426,72174,28426,1484,69596,24058,24009
125.77,4344,758,0,17856,4391,4392,118507,0,28163,23857,1489,4392,28163,71571,28163,1489,69220,23857,23901
119.03,4145,668,0,16341,4117,4118,112993,0,26893,22741,1362,4118,26893,68223,26893,1362,65180,22741,22735
123.57,4189,673,0,17967,4362,4361,115448,0,27402,23192,1496,4361,27402,69576,27402,1496,67642,23192,23143
122.57,4271,749,0,16578,4233,4226,116451,0,27693,23453,1385,4226,27693,70359,27693,1385,67177,23453,23503
120.23,4291,705,0,15786,4079,4084,116526,0,27747,23419,1313,4084,27747,70257,27747,1313,66203,23419,23395
125.3,4324,737,0,16603,4217,4215,117441,0,27952,23639,1386,4215,27952,70917,27952,1386,67621,23639,23643
121.37,4119,644,0,17739,4361,4359,114095,0,27091,22940,1476,4359,27091,68820,27091,1476,66914,22940,22921
122,4207,719,0,16881,4265,4267,114915,0,27325,23156,1409,4267,27325,69468,27325,1409,66617,23156,23173
85.43,3019,539,0,11842,2957,2963,82743,0,19695,16633,984,2963,19695,49899,19695,984,47814,16633,16636
122.77,4160,715,0,16836,4162,4161,113961,0,27104,22950,1403,4161,27104,68850,27104,1403,66060,22950,22915
116.67,4194,720,0,16660,4197,4198,115054,0,27372,23139,1388,4198,27372,69417,27372,1388,66395,23139,23114
89.17,3056,489,0,12597,3117,3116,83422,0,19829,16794,1050,3116,19829,50382,19829,1050,48632,16794,16787
114.67,4037,671,0,15606,3965,3962,109376,0,26017,22005,1301,3962,26017,66015,26017,1301,62950,22005,22072
108.4,3746,647,0,15353,3772,3776,102554,0,24360,20634,1278,3776,24360,61902,24360,1278,59619,20634,20553
122.87,4225,679,0,16980,4251,4251,115507,0,27472,23246,1416,4251,27472,69738,27472,1416,67363,23246,23317
122,4200,680,0,16919,4169,4162,114985,0,27377,23139,1411,4162,27377,69417,27377,1411,66562,23139,23107
117.1,4216,696,0,15889,4121,4127,114152,0,27172,22993,1322,4127,27172,68979,27172,1322,65712,22993,23053
127.3,4291,785,0,17148,4373,4374,118634,0,28221,23887,1429,4374,28221,71661,28221,1429,68265,23887,23829
124.6,4338,677,0,17675,4370,4367,117269,0,27852,23573,1474,4367,27852,70719,27852,1474,68508,23573,23623
118.1,4209,732,0,15290,3943,3944,113363,0,27016,22825,1274,3944,27016,68475,27016,1274,64384,22825,22746
118.07,4274,693,0,16321,4125,4115,116941,0,27828,23530,1364,4115,27828,70590,27828,1364,67357,23530,23573
126.77,4255,736,0,18610,4539,4551,117869,0,27979,23729,1546,4551,27979,71187,27979,1546,69064,23729,23676
119.37,4127,672,0,16524,4093,4093,112456,0,26747,22630,1377,4093,26747,67890,26747,1377,65791,22630,22735
124.93,4367,718,0,17041,4303,4301,118659,0,28246,23876,1422,4301,28246,71628,28246,1422,68517,23876,23864
125.73,4346,712,0,17493,4439,4439,119545,0,28406,24028,1456,4439,28406,72084,28406,1456,68507,24028,23943
113.8,3939,650,0,15601,3870,3867,107376,0,25555,21624,1303,3867,25555,64872,25555,1303,62582,21624,21677
117.43,4031,626,0,16865,4182,4183,111192,0,26413,22363,1405,4183,26413,67089,26413,1405,64772,22363,22362
192.37,4424,698,0,18363,4519,4518,120624,0,28668,24267,1528,4518,28668,72801,28668,1528,70509,24267,24285
186.23,3814,593,0,15840,3931,3935,104364,0,24803,20998,1320,3935,24803,62994,24803,1320,60491,20998,20935
149.2,4420,763,0,17093,4354,4352,121200,0,28830,24403,1426,4352,28830,73209,28830,1426,69807,24403,24446
122.97,4553,737,0,16630,4342,4343,123263,0,29363,24800,1384,4343,29363,74400,29363,1384,70388,24800,24829
113.57,3903,675,0,15714,3896,3898,107127,0,25476,21563,1310,3898,25476,64689,25476,1310,62082,21563,21540
125.33,4428,692,0,17048,4375,4369,119833,0,28503,24101,1423,4369,28503,72303,28503,1423,68818,24101,24045
98.67,3361,571,0,14624,3607,3613,93137,0,22102,18763,1216,3613,22102,56289,22102,1216,55083,18763,18866
48.9,1673,245,0,6568,1612,1612,45036,0,10728,9043,548,1612,10728,27129,10728,548,25917,9043,9038
121.1,4194,749,0,16404,4079,4077,114066,0,27140,22956,1369,4077,27140,68868,27140,1369,65620,22956,22900
126.1,4365,742,0,17779,4412,4414,119533,0,28423,24044,1479,4414,28423,72132,28423,1479,69644,24044,24061
119.3,4098,706,0,16561,4180,4179,114097,0,27116,22944,1380,4179,27116,68832,27116,1380,65800,22944,22950
122.17,4429,739,0,17296,4322,4315,120640,0,28700,24264,1444,4315,28700,72792,28700,1444,69610,24264,24205
115.43,3981,623,0,16618,4071,4077,108162,0,25698,21784,1383,4077,25698,65352,25698,1383,63624,21784,21811
119.47,4148,703,0,17090,4297,4299,113637,0,27013,22884,1423,4299,27013,68652,27013,1423,66116,22884,22960
121.8,4233,720,0,16857,4203,4199,116117,0,27629,23373,1406,4199,27629,70119,27629,1406,66999,23373,23258
120.87,4210,689,0,16831,4235,4237,114639,0,27260,23048,1403,4237,27260,69144,27260,1403,66549,23048,23151
120.2,4108,681,0,16707,4082,4076,112182,0,26673,22573,1392,4076,26673,67719,26673,1392,65136,22573,22482
113.13,4001,695,0,16421,4064,4073,109745,0,26094,22083,1367,4073,26094,66249,26094,1367,63866,22083,22184
120.6,4185,709,0,15911,4095,4092,114036,0,27120,22957,1327,4092,27120,68868,27120,1327,65388,22956,22878
123.83,4381,715,0,16579,4245,4246,119458,0,28457,24038,1381,4246,28457,72117,28457,1381,68706,24039,24111
124.03,4458,758,0,17435,4392,4389,121858,0,29015,24536,1454,4389,29015,73608,29015,1454,70146,24536,24455
113.03,3890,644,0,15828,3940,3943,106642,0,25341,21465,1318,3943,25341,64395,25341,1318,61974,21465,21479
77.63,2640,406,0,11323,2750,2752,72918,0,17305,14653,943,2752,17305,43959,17305,943,42641,14653,14651
128.23,4413,734,0,17928,4441,4439,120116,0,28547,24170,1494,4439,28547,72510,28547,1494,69936,24170,24186
112.03,3940,649,0,15204,3891,3893,106926,0,25429,21524,1267,3893,25429,64572,25429,1267,61901,21524,21583
119.37,4141,694,0,16462,4132,4123,113413,0,26971,22816,1377,4123,26971,68448,26971,1377,65289,22816,22748
125.9,4415,763,0,16929,4260,4263,120035,0,28586,24147,1407,4263,28586,72441,28586,1407,69058,24147,24175
102.37,3523,565,0,13685,3484,3490,96766,0,23016,19454,1139,3490,23016,58362,23016,1139,55557,19454,19451
124.77,4334,704,0,17388,4307,4307,117695,0,27988,23698,1449,4307,27988,71094,27988,1449,68345,23698,23635
125.07,4384,712,0,18874,4564,4556,120978,0,28726,24332,1577,4556,28726,72996,28726,1577,71046,24332,24349
116.73,4009,676,0,16238,4024,4032,108846,0,25886,21909,1349,4032,25886,65727,25886,1349,63523,21909,21935
118.6,4160,679,0,16310,4119,4113,113389,0,26967,22808,1361,4113,26967,68424,26967,1361,65170,22808,22798
124.17,4317,709,0,16855,4290,4290,118960,0,28303,23930,1405,4290,28303,71790,28303,1405,68502,23930,23956
122,4262,715,0,17248,4335,4338,115986,0,27567,23345,1436,4338,27567,70035,27567,1436,67393,23345,23309
121.87,4227,719,0,16919,4293,4296,115627,0,27492,23280,1409,4296,27492,69840,27492,1409,66959,23280,23296
123.37,4305,772,0,16572,4169,4168,117715,0,28033,23701,1381,4168,28033,71103,28033,1381,67811,23701,23724
121.67,4322,697,0,15960,4089,4090,116696,0,27794,23480,1330,4090,27794,70440,27794,1330,66802,23480,23474
122.2,4222,719,0,16641,4182,4175,115074,0,27384,23179,1391,4175,27384,69537,27384,1391,66678,23179,23185
125.73,4385,729,0,17571,4403,4409,121040,0,28788,24347,1460,4409,28788,73041,28788,1460,69722,24347,24310
119.83,4423,708,0,16080,4167,4168,118251,0,28159,23795,1340,4168,28159,71385,28159,1340,67323,23795,23750
124.67,4286,688,0,17220,4366,4361,117780,0,28000,23726,1435,4361,28000,71178,28000,1435,68697,23726,23786
126.1,4385,727,0,17640,4381,4386,119658,0,28474,24061,1470,4386,28474,72183,28474,1470,69319,24061,24094
110.43,3783,649,0,15444,3791,3790,104508,0,24845,21051,1288,3790,24845,63153,24845,1288,60637,21051,21009
127.97,4389,720,0,18490,4506,4505,120485,0,28649,24261,1541,4505,28649,72783,28649,1541,70482,24261,24288
122.87,4285,710,0,16243,4121,4113,116549,0,27760,23444,1355,4113,27760,70332,27760,1355,66885,23444,23437
120.27,4232,758,0,16241,4102,4110,114788,0,27314,23121,1351,4110,27314,69363,27314,1351,66246,23121,23154
122.3,4294,694,0,17102,4295,4297,117415,0,27922,23620,1425,4297,27922,70860,27922,1425,67694,23620,23599
121.4,4291,683,0,15869,4088,4086,116349,0,27703,23404,1323,4086,27703,70212,27703,1323,66677,23404,23401
124.07,4240,700,0,17414,4313,4304,116371,0,27669,23417,1452,4304,27669,70251,27669,1452,67710,23417,23384
127.2,4562,736,0,18869,4642,4653,124735,0,29624,25102,1571,4653,29624,75306,29624,1571,72817,25102,25153
122.13,4215,748,0,16893,4214,4212,115530,0,27481,23244,1408,4212,27481,69732,27481,1408,66733,23244,23216
126.5,4430,742,0,17283,4328,4327,120134,0,28583,24183,1441,4327,28583,72549,28583,1441,69327,24183,24143
124.87,4240,684,0,18176,4461,4460,117447,0,27903,23618,1515,4460,27903,70854,27903,1515,68939,23618,23639
118.33,4166,703,0,16096,4069,4073,113295,0,26958,22792,1340,4073,26958,68376,26958,1340,65335,22792,22814
126.67,4408,756,0,17353,4351,4344,119853,0,28494,24139,1448,4344,28494,72417,28494,1448,69371,24139,24130
125.37,4355,759,0,17387,4297,4304,119994,0,28566,24132,1447,4304,28566,72396,28566,1447,69246,24132,24113
121.93,4238,751,0,16548,4173,4173,116014,0,27591,23349,1379,4173,27591,70047,27591,1379,66708,23349,23330
122.87,4357,694,0,17060,4313,4312,117570,0,27963,23652,1422,4312,27963,70956,27963,1422,68083,23652,23677
124.17,4254,719,0,16536,4182,4174,116194,0,27660,23402,1381,4174,27660,70206,27660,1381,67143,23402,23433
107.43,3882,625,0,15963,3959,3964,105718,0,25119,21272,1328,3964,25119,63816,25119,1328,61584,21272,21283
122.37,4173,676,0,17533,4331,4332,115544,0,27461,23240,1461,4332,27461,69720,27461,1461,67296,23240,23217
122.63,4297,715,0,16574,4168,4168,116596,0,27736,23462,1382,4168,27736,70386,27736,1382,67189,23462,23473
125.87,4319,729,0,17822,4428,4425,118465,0,28161,23850,1486,4425,28161,71550,28161,1486,69209,23850,23862
119.83,4137,670,0,16876,4185,4183,113209,0,26896,22782,1407,4183,26896,68346,26896,1407,65735,22782,22773
129.27,4396,752,0,18452,4422,4428,120524,0,28658,24231,1536,4428,28658,72693,28658,1536,70511,24231,24203
125.87,4365,759,0,17360,4427,4429,120657,0,28681,24285,1445,4429,28681,72855,28681,1445,69314,24285,24291
112.1,3971,619,0,15181,3867,3865,106431,0,25324,21418,1266,3865,25324,64254,25324,1266,61873,21418,21471
126.63,4368,692,0,17679,4399,4399,119477,0,28393,24015,1473,4399,28393,72045,28393,1473,69301,24015,24007
118.33,4258,744,0,17320,4307,4304,116662,0,27733,23473,1446,4304,27733,70419,27733,1446,67347,23473,23454
120.33,4090,712,0,17112,4171,4172,113144,0,26895,22759,1424,4172,26895,68277,26895,1424,66066,22759,22713
123.8,4260,690,0,17524,4384,4388,116690,0,27698,23490,1459,4388,27698,70470,27698,1459,67899,23490,23473
117.87,4103,640,0,16285,4077,4070,111370,0,26507,22396,1359,4070,26507,67188,26507,1359,64687,22396,22493
124.53,4293,675,0,17687,4449,4440,118342,0,28113,23780,1478,4440,28113,71340,28113,1478,68523,23780,23724
122.77,4319,758,0,16424,4168,4179,117140,0,27862,23597,1363,4179,27862,70791,27862,1363,67627,23597,23645
118.17,4073,696,0,16696,4138,4142,112391,0,26708,22594,1391,4142,26708,67782,26708,1391,65009,22594,22563
130.07,4450,726,0,18489,4556,4555,122337,0,29083,24604,1542,4555,29083,73812,29083,1542,71133,24604,24558
116,4122,685,0,16083,4053,4055,111587,0,26517,22448,1339,4055,26517,67344,26517,1339,64794,22448,22530
118.53,4205,715,0,16080,4058,4058,114936,0,27364,23129,1340,4058,27364,69387,27364,1340,65901,23129,23140
125.93,4346,756,0,17688,4378,4378,119215,0,28358,23987,1474,4378,28358,71961,28358,1474,69103,23987,23928
125.07,4310,719,0,17712,4357,4357,116952,0,27795,23551,1476,4357,27795,70653,27795,1476,68619,23551,23599
118.13,4088,694,0,16296,4106,4106,112092,0,26645,22552,1358,4106,26645,67656,26645,1358,64356,22552,22439
