 CPUAvg,search,main, Customer:198,AddressDaoImpl:53,Address:195,AService:538,CustomerDaoImpl:65,AService:530,AService:515,Customer:234,Customer:223,AService:522,Customer:139,ShoppingCartDapImpl:44,AController:42,Customer:96,Customer:245,AController:89,Customer:113,Address:135,Address:77,DaoImpl:42,Address:96,Address:165,AController:101,AController:109,AController:108,Customer:126,AService:545,Customer:102,BuyController:55,BuyController:198,Customer:185,AService:508,Address:123,Address:149,ShoppingCart:64,Customer:210,Customer:273,Address:109,Customer:256,AController:54,Customer:160,Customer:148,Customer:88,Address:68,Address:83,CountryDaoImpl:56,AController:134,Customer:290,Customer:173,AController:96,Customer:278
127.07,4310,759,12962,8664,43363,8602,4304,4301,4304,12962,12962,4304,17263,17361,23822,38977,12962,28065,12962,21685,39062,68759,21682,21685,28065,23766,23766,17263,8640,8661,4304,12912,12962,4304,21685,21685,104073,12962,12962,21685,12962,118017,12965,12965,8664,13024,13021,13031,71298,12962,12962,28065,12962
123.17,4187,714,12982,8659,43172,8640,4317,4320,4317,12982,12982,4317,17302,17322,23637,38866,12982,27871,12982,21663,38852,67405,21666,21663,27871,23566,23566,17302,8658,8662,4317,12951,12982,4317,21663,21663,103555,12982,12982,21663,12982,117044,12979,12979,8659,13001,13004,13014,70698,12982,12982,27871,12982
120.27,4273,677,12960,8621,43212,8678,4339,4339,4339,12960,12960,4339,17299,17213,23593,38948,12960,28017,12960,21524,38873,67347,21524,21524,28017,23675,23675,17299,8630,8621,4339,13017,12960,4339,21524,21524,103636,12960,12960,21524,12960,117713,12960,12960,8621,12903,12903,12898,71025,12960,12960,28017,12960
128,4372,716,13028,8705,43584,8646,4323,4323,4323,13028,13028,4323,17351,17459,23965,39090,13028,28259,13028,21792,39261,69303,21792,21792,28259,23941,23941,17351,8695,8705,4323,12969,13028,4323,21792,21792,104673,13028,13028,21792,13028,118958,13028,13028,8705,13087,13087,13070,71823,13028,13028,28259,13028
127.4,4331,739,13186,8794,43814,8793,4402,4399,4402,13186,13186,4402,17582,17550,24146,39497,13186,28510,13186,21974,39415,68921,21967,21974,28510,24104,24104,17582,8795,8789,4403,13206,13186,4402,21974,21974,105091,13186,13186,21974,13186,119811,13191,13191,8795,13187,13167,13198,72312,13186,13186,28510,13186
123.73,4222,698,12680,8443,42286,8479,4241,4237,4241,12680,12680,4241,16920,16893,23237,38075,12680,27581,12680,21087,38049,66981,21087,21087,27581,23315,23315,16920,8462,8441,4240,12723,12680,4241,21087,21087,101712,12680,12680,21087,12680,115953,12682,12682,8442,12644,12657,12635,69945,12680,12680,27581,12680
127.93,4385,717,13345,8900,44574,8876,4431,4438,4431,13345,13345,4431,17783,17780,24267,40007,13345,28611,13345,22276,40136,70062,22283,22276,28611,24208,24208,17783,8840,8907,4431,13293,13345,4431,22276,22276,106476,13345,13345,22276,13345,120248,13338,13338,8900,13369,13376,13367,72624,13345,13345,28611,13345
121.87,4149,682,12460,8306,41528,8308,4154,4154,4154,12460,12460,4154,16614,16605,22891,37436,12460,27112,12460,20764,37374,65869,20764,20764,27112,22959,22959,16614,8301,8306,4154,12462,12460,4154,20764,20764,99745,12460,12460,20764,12460,114057,12460,12460,8306,12458,12458,12458,68877,12460,12460,27112,12460
126.57,4333,719,13162,8772,43852,8780,4390,4390,4390,13162,13162,4390,17552,17566,24126,39490,13162,28508,13162,21926,39462,69354,21926,21926,28508,24106,24106,17552,8802,8772,4390,13170,13162,4390,21926,21926,105507,13162,13162,21926,13162,119857,13162,13162,8772,13154,13154,13154,72318,13162,13162,28508,13162
127.17,4359,728,13041,8684,43362,8714,4357,4357,4357,13041,13041,4357,17398,17365,23887,39032,13041,28206,13041,21694,39005,68822,21693,21694,28206,23860,23860,17398,8708,8687,4357,13071,13041,4357,21694,21694,103932,13041,13041,21694,13041,118591,13041,13041,8687,13011,13009,13022,71580,13041,13041,28206,13041
127.43,4437,746,13736,9175,45956,9122,4561,4561,4561,13736,13736,4561,18297,18372,25056,41267,13736,29586,13736,22965,41395,71392,22966,22965,29586,25026,25026,18297,9147,9172,4561,13683,13736,4561,22965,22965,110299,13736,13736,22965,13736,124402,13736,13736,9172,13789,13791,13778,75078,13736,13736,29586,13736
75.7,2648,416,7737,5164,25838,5146,2573,2573,2573,7737,7737,2573,10310,10401,14357,23245,7737,16901,7737,12919,23265,41212,12919,12919,16901,14328,14328,10310,5219,5164,2573,7719,7737,2573,12919,12919,61990,7737,7737,12919,7737,71151,7737,7737,5164,7755,7755,7755,42984,7737,7737,16901,7737
78.33,2556,449,8265,5510,27307,5548,2797,2787,2797,8265,8265,2797,11037,10900,14979,24695,8265,17836,8265,13713,24520,42423,13693,13713,17836,15018,15018,11037,5470,5500,2797,8391,8265,2797,13713,13713,65895,8265,8265,13713,8265,74800,8286,8286,5525,8223,8184,8260,45054,8265,8265,17836,8265
81.1,2754,458,8393,5583,28121,5582,2768,2778,2768,8393,8393,2768,11186,11204,15215,25205,8393,17967,8393,14001,25343,44139,14021,14001,17967,15220,15220,11186,5578,5593,2768,8304,8393,2768,14001,14001,66999,8393,8393,14001,8393,75548,8372,8372,5568,8398,8437,8361,45660,8393,8393,17967,8393
81.93,2881,484,8395,5585,27865,5620,2810,2810,2810,8395,8395,2810,11205,11234,15574,25184,8395,18342,8395,13945,25055,44724,13945,13945,18342,15532,15532,11205,5637,5585,2810,8430,8395,2810,13945,13945,67121,8395,8395,13945,8395,77167,8395,8395,5585,8360,8360,8407,46596,8395,8395,18342,8395
83.03,2829,534,8559,5725,28707,5668,2834,2834,2834,8559,8559,2834,11393,11393,15616,25722,8559,18470,8559,14341,25873,45185,14341,14341,18470,15636,15636,11393,5658,5725,2834,8502,8559,2834,14341,14341,68839,8559,8559,14341,8559,77589,8559,8559,5725,8616,8616,8569,46908,8559,8559,18470,8559
90.5,2978,552,9381,6247,31214,6268,3134,3134,3134,9381,9381,3134,12515,12468,17061,28111,9381,20214,9381,15607,28080,48519,15607,15607,20214,17080,17080,12515,6242,6247,3134,9402,9381,3134,15607,15607,74805,9381,9381,15607,9381,84870,9381,9381,6247,9360,9360,9360,51240,9381,9381,20214,9381
87.43,3004,503,8943,5963,29818,5960,2980,2980,2980,8943,8943,2980,11923,11918,16368,26835,8943,19358,8943,14909,26838,47541,14909,14909,19358,16378,16378,11923,5952,5963,2980,8940,8943,2980,14909,14909,71543,8943,8943,14909,8943,81386,8943,8943,5963,8946,8946,8946,49134,8943,8943,19358,8943
112.83,4175,657,11813,7868,39317,7890,3945,3945,3945,11813,11813,3945,15758,15791,21951,35384,11813,25908,11813,19659,35372,63656,19659,19659,25908,21963,21963,15758,7945,7868,3945,11835,11813,3945,19659,19659,94683,11813,11813,19659,11813,109080,11813,11813,7868,11791,11791,11791,65889,11813,11813,25908,11813
130.37,4446,749,13440,8974,44854,8931,4466,4466,4466,13440,13440,4466,17905,17922,24578,40393,13440,29003,13440,22456,40388,71005,22456,22456,29003,24537,24537,17905,8919,8973,4466,13398,13440,4466,22456,22456,107357,13440,13440,22456,13440,121982,13440,13440,8974,13482,13481,13487,73611,13440,13440,29003,13440
121.17,4380,670,12291,8191,40865,8212,4114,4112,4114,12291,12291,4113,16396,16372,22837,36854,12291,26939,12291,20455,36753,66400,20451,20454,26939,22825,22825,16396,8205,8193,4114,12342,12291,4114,20454,20455,98305,12291,12291,20454,12291,113434,12298,12298,8202,12268,12256,12302,68475,12291,12291,26939,12291
121.37,4126,666,12383,8253,41358,8255,4122,4124,4122,12383,12383,4123,16512,16524,22671,37151,12383,26837,12383,20641,37234,65470,20645,20642,26837,22713,22713,16512,8265,8249,4122,12366,12383,4122,20642,20641,99244,12383,12383,20642,12383,112887,12379,12379,8242,12384,12394,12345,68139,12383,12383,26837,12383
123.43,4206,735,12908,8612,43120,8586,4290,4290,4290,12908,12908,4290,17201,17239,23499,38767,12908,27791,12908,21546,38830,67278,21546,21546,27791,23501,23501,17201,8592,8615,4290,12870,12908,4290,21546,21546,103426,12908,12908,21546,12908,116806,12905,12905,8612,12934,12937,12934,70503,12908,12908,27791,12908
120.13,4236,650,12386,8234,41097,8304,4152,4152,4152,12386,12386,4152,16538,16441,22770,37115,12386,26933,12386,20550,36945,65616,20550,20550,26933,22781,22781,16538,8277,8234,4152,12456,12386,4152,20550,20550,98517,12386,12386,20550,12386,113239,12386,12386,8234,12316,12316,12326,68343,12386,12386,26933,12386
125.27,4336,748,12815,8549,42740,8530,4266,4266,4266,12815,12815,4266,17079,17097,23597,38368,12815,27870,12815,21380,38474,68155,21379,21380,27870,23606,23606,17079,8533,8549,4266,12798,12815,4266,21380,21380,102674,12815,12815,21380,12815,117263,12815,12815,8551,12832,12829,12825,70818,12815,12815,27870,12815
125.53,4203,751,13213,8815,43961,8799,4400,4400,4400,13213,13213,4400,17613,17571,23974,39600,13213,28343,13213,22046,39561,68386,22047,22046,28343,23943,23943,17613,8776,8813,4400,13200,13213,4400,22046,22046,105384,13213,13213,22046,13213,119021,13214,13214,8813,13230,13220,13227,71829,13213,13213,28343,13213
122.23,4339,706,12879,8599,43143,8561,4280,4279,4280,12879,12879,4280,17160,17277,23719,38778,12879,28055,12879,21515,38864,68618,21513,21515,28055,23760,23760,17160,8611,8600,4280,12840,12879,4280,21515,21515,103984,12879,12879,21515,12879,118022,12879,12879,8599,12918,12929,12919,71280,12879,12879,28055,12879
126.97,4342,751,13108,8735,43713,8744,4371,4372,4371,13108,13108,4371,17480,17494,24028,39332,13108,28335,13108,21836,39341,69170,21838,21836,28335,23979,23979,17480,8757,8736,4371,13113,13108,4371,21836,21836,104550,13108,13108,21836,13108,119138,13107,13107,8735,13099,13101,13098,71937,13108,13108,28335,13108
122.43,4234,713,12623,8418,42082,8410,4205,4205,4205,12623,12623,4205,16828,16832,23167,37869,12623,27359,12623,21049,37877,66794,21049,21049,27359,23153,23153,16828,8410,8418,4205,12615,12623,4205,21049,21049,101159,12623,12623,21049,12623,115035,12623,12623,8418,12631,12631,12631,69459,12623,12623,27359,12623
130.83,4468,736,13452,8972,44771,8971,4496,4491,4496,13452,13452,4496,17935,17879,24623,40326,13452,29166,13452,22412,40280,70856,22404,22412,29166,24646,24646,17935,8928,8965,4496,13488,13452,4496,22412,22412,107390,13452,13452,22412,13452,122643,13460,13460,8978,13448,13436,13454,73938,13452,13452,29166,13452
124.43,4328,719,12794,8521,42697,8535,4257,4262,4257,12794,12794,4257,17064,17099,23532,38394,12794,27746,12794,21314,38435,67790,21322,21314,27746,23514,23514,17064,8566,8528,4257,12771,12794,4257,21314,21314,102489,12794,12794,21314,12794,116748,12786,12786,8515,12785,12797,12779,70542,12794,12794,27746,12794
129.73,4307,745,13445,8950,44710,8990,4495,4495,4495,13445,13445,4495,17940,17827,24414,40363,13445,28978,13445,22355,40215,70097,22355,22355,28978,24483,24483,17940,8917,8950,4495,13485,13445,4495,22355,22355,107102,13445,13445,22355,13445,121672,13445,13445,8950,13405,13405,13405,73449,13445,13445,28978,13445
118.1,4093,729,12107,8151,40511,8031,4088,4088,4088,12107,12107,4088,16116,16225,22555,36223,12107,26552,12107,20365,36423,64548,20365,20365,26552,22464,22464,16116,8113,8072,4088,12264,12107,4088,20365,20365,97420,12107,12107,20365,12107,111639,12173,12173,8151,12214,12147,12214,67392,12107,12107,26552,12107
119.63,4140,664,12438,8220,41141,8280,4086,4086,4086,12438,12438,4086,16566,16495,22613,37163,12438,26701,12438,20574,37055,65367,20574,20574,26701,22615,22615,16566,8251,8262,4086,12258,12438,4086,20574,20574,98709,12438,12438,20574,12438,112322,12372,12372,8220,12354,12407,12354,67845,12438,12438,26701,12438
115.17,3970,690,11951,7974,40097,7992,3979,3979,3979,11951,11951,3979,15965,16016,21933,36097,11951,25964,11951,19942,36118,63583,19941,19942,25964,21982,21982,15965,7986,8009,3979,11937,11951,3979,19942,19942,96155,11951,11951,19942,11951,109138,11952,11952,7974,11969,11981,11982,65946,11951,11951,25964,11951
121.9,4202,706,12479,8309,41527,8341,4170,4170,4170,12479,12479,4170,16650,16624,22947,37450,12479,27099,12479,20758,37357,66113,20759,20758,27099,22931,22931,16650,8344,8310,4170,12510,12479,4170,20758,20758,99915,12479,12479,20758,12479,113959,12479,12479,8309,12448,12449,12464,68793,12479,12479,27099,12479
125.97,4465,720,13002,8667,43338,8668,4333,4333,4333,13002,13002,4333,17336,17352,23906,38908,13002,28251,13002,21668,39005,69178,21668,21668,28251,23919,23919,17336,8688,8668,4333,12999,13002,4333,21668,21668,103943,13002,13002,21668,13002,118858,13001,13001,8667,13001,13002,12972,71757,13002,13002,28251,13002
126.73,4369,721,12952,8622,43050,8656,4330,4330,4330,12952,12952,4330,17278,17191,23676,38754,12952,28037,12952,21536,38720,68343,21536,21536,28037,23707,23707,17278,8607,8618,4330,12990,12952,4330,21536,21536,103040,12952,12952,21536,12952,117888,12952,12952,8622,12914,12914,12914,71121,12952,12952,28037,12952
127.6,4323,770,13349,8925,44712,8856,4428,4428,4428,13349,13349,4428,17779,17919,24433,40251,13349,28851,13349,22347,40284,69674,22347,22347,28851,24396,24396,17779,8925,8927,4428,13284,13349,4428,22347,22347,107427,13349,13349,22347,13349,121152,13351,13351,8925,13422,13420,13427,73188,13349,13349,28851,13349
119.53,4225,697,12374,8225,41016,8294,4145,4145,4145,12374,12374,4145,16521,16383,22750,36928,12374,26913,12374,20530,36871,65804,20530,20530,26913,22794,22794,16521,8235,8227,4145,12435,12374,4145,20530,20530,98379,12374,12374,20530,12374,113285,12372,12372,8225,12305,12296,12300,68382,12374,12374,26913,12374
129.4,4339,725,12990,8672,43420,8640,4322,4321,4322,12990,12990,4322,17310,17397,23960,39160,12990,28202,12990,21691,39099,69216,21688,21691,28202,23880,23880,17310,8676,8678,4322,12966,12990,4322,21691,21691,104496,12990,12990,21691,12990,118597,12992,12992,8680,13022,13029,13063,71640,12990,12990,28202,12990
123.27,4147,738,13096,8736,43720,8716,4356,4357,4356,13096,13096,4356,17454,17468,23698,39290,13096,28157,13096,21855,39363,67554,21858,21855,28157,23802,23802,17454,8717,8730,4356,13068,13096,4356,21855,21855,105052,13096,13096,21855,13096,118252,13094,13094,8728,13116,13120,13075,71406,13096,13096,28157,13096
116.63,4158,719,12375,8251,41115,8248,4126,4126,4126,12375,12375,4126,16498,16448,22729,37042,12375,26759,12375,20618,36989,65607,20609,20618,26759,22632,22632,16498,8202,8266,4126,12378,12375,4126,20618,20618,98319,12375,12375,20618,12375,112610,12376,12376,8269,12376,12357,12401,67896,12375,12375,26759,12375
128.93,4525,714,13031,8691,43539,8685,4344,4342,4344,13031,13031,4344,17374,17402,24093,39145,13031,28502,13031,21734,39197,69983,21739,21734,28502,24157,24157,17374,8704,8676,4344,13032,13031,4344,21734,21734,104677,13031,13031,21734,13031,120055,13033,13033,8677,13038,13046,13035,72471,13031,13031,28502,13031
125.1,4188,744,13020,8654,43228,8727,4360,4362,4360,13020,13020,4360,17384,17277,23756,39026,13020,28120,13020,21603,38866,67688,21604,21603,28120,23758,23758,17384,8696,8654,4360,13080,13020,4360,21603,21603,103625,13020,13020,21603,13020,118107,13017,13017,8650,12948,12952,12930,71274,13020,13020,28120,13020
120.93,4083,720,12645,8456,42376,8382,4193,4191,4193,12645,12645,4193,16836,16988,23091,38002,12645,27260,12645,21176,38185,66095,21177,21176,27260,23057,23057,16836,8450,8454,4193,12579,12645,4193,21176,21176,101766,12645,12645,21176,12645,114541,12647,12647,8456,12719,12724,12737,69171,12645,12645,27260,12645
129.77,4520,790,13435,8952,44622,8939,4479,4481,4479,13435,13435,4479,17893,17858,24701,40118,13435,29177,13435,22379,40141,70688,22381,22379,29177,24684,24684,17893,8938,8931,4479,13437,13435,4479,22379,22379,107224,13435,13435,22379,13435,122714,13433,13433,8952,13425,13427,13403,74052,13435,13435,29177,13435
122.6,4328,682,12425,8290,41610,8293,4135,4135,4135,12425,12425,4135,16583,16658,22941,37436,12425,27037,12425,20735,37475,66882,20735,20735,27037,22930,22930,16583,8327,8313,4135,12405,12425,4135,20735,20735,99745,12425,12425,20735,12425,113806,12425,12425,8290,12445,12445,12445,68790,12425,12425,27037,12425
129.67,4334,763,13447,8962,44794,8970,4485,4485,4485,13447,13447,4485,17932,17898,24530,40351,13447,29041,13447,22401,40309,70434,22401,22401,29041,24542,24542,17932,8937,8962,4485,13455,13447,4485,22401,22401,107449,13447,13447,22401,13447,122016,13447,13447,8962,13439,13437,13453,73626,13447,13447,29041,13447
128.53,4581,761,13657,9103,45377,9107,4554,4554,4554,13657,13657,4554,18210,18148,24998,40884,13657,29551,13657,22752,40823,71960,22749,22752,29551,24999,24999,18210,9082,9108,4554,13662,13657,4554,22752,22752,108877,13657,13657,22752,13657,124247,13657,13657,9109,13652,13648,13647,74997,13657,13657,29551,13657
125.63,4302,739,12973,8651,43403,8645,4322,4322,4322,12973,12973,4322,17296,17320,23732,38984,12973,28036,12973,21634,39081,68434,21637,21634,28036,23726,23726,17296,8637,8646,4322,12966,12973,4322,21634,21634,104044,12973,12973,21634,12973,117916,12973,12973,8645,12980,12986,12971,71178,12973,12973,28036,12973
129.13,4347,730,13352,8903,44520,8898,4449,4449,4449,13352,13352,4449,17801,17836,24443,40090,13352,29009,13352,22260,40071,69815,22260,22260,29009,24509,24509,17801,8928,8903,4449,13347,13352,4449,22260,22260,107300,13352,13352,22260,13352,121861,13352,13352,8903,13357,13357,13357,73527,13352,13352,29009,13352
123.53,4308,677,12624,8408,42012,8432,4216,4216,4216,12624,12624,4216,16840,16814,23216,37798,12624,27390,12624,21008,37796,67192,21008,21008,27390,23224,23224,16840,8431,8408,4216,12648,12624,4216,21008,21008,100712,12624,12624,21008,12624,115408,12624,12624,8408,12600,12600,12600,69672,12624,12624,27390,12624
137.03,4820,747,13956,9304,46523,9304,4652,4652,4652,13956,13956,4652,18608,18610,25776,41943,13956,30404,13956,23260,41871,74407,23260,23260,30404,25725,25725,18608,9305,9304,4652,13956,13956,4652,23260,23260,111727,13956,13956,23260,13956,127899,13956,13956,9304,13956,13956,13976,77175,13956,13956,30404,13956
126.6,4260,732,13192,8789,43929,8806,4403,4403,4403,13192,13192,4403,17595,17540,23963,39469,13192,28349,13192,21964,39526,69130,21964,21964,28349,23974,23974,17595,8768,8789,4403,13209,13192,4403,21964,21964,105006,13192,13192,21964,13192,119171,13192,13192,8789,13175,13175,13155,71922,13192,13192,28349,13192
121.03,4155,647,12502,8330,41611,8350,4178,4176,4178,12502,12502,4178,16677,16649,22923,37463,12502,27125,12502,20810,37434,65869,20809,20810,27125,22947,22947,16677,8345,8327,4178,12534,12502,4178,20810,20810,99877,12502,12502,20810,12502,114107,12505,12505,8330,12482,12479,12482,68841,12502,12502,27125,12502
127.73,4373,768,13222,8818,44123,8802,4398,4400,4398,13222,13222,4398,17623,17657,24235,39705,13222,28650,13222,22058,39724,69589,22059,22058,28650,24252,24252,17623,8817,8821,4398,13194,13222,4398,22058,22058,106137,13222,13222,22058,13222,120586,13219,13219,8818,13238,13241,13238,72756,13222,13222,28650,13222
127.07,4583,757,13421,8956,44642,8920,4471,4469,4471,13421,13421,4471,17873,17884,24715,40203,13421,29110,13421,22395,40173,71385,22393,22395,29110,24637,24637,17873,8935,8937,4471,13413,13421,4471,22395,22395,107044,13421,13421,22395,13421,122438,13424,13424,8956,13441,13437,13448,73911,13421,13421,29110,13421
130.07,4500,727,13224,8810,44198,8838,4408,4410,4408,13224,13224,4408,17651,17633,24300,39788,13224,28740,13224,22024,39788,70699,22026,22024,28740,24334,24334,17651,8808,8829,4408,13224,13224,4408,22024,22024,105846,13224,13224,22024,13224,120874,13221,13221,8810,13212,13216,13205,73002,13224,13224,28740,13224
126.13,4371,680,12846,8548,42692,8596,4298,4298,4298,12846,12846,4298,17144,17082,23691,38576,12846,27985,12846,21346,38394,68298,21346,21346,27985,23687,23687,17144,8582,8548,4298,12894,12846,4298,21346,21346,102817,12846,12846,21346,12846,117721,12846,12846,8548,12798,12798,12855,71061,12846,12846,27985,12846
120.13,4072,692,12354,8268,41436,8172,4086,4086,4086,12354,12354,4086,16440,16604,22598,37076,12354,26640,12354,20718,37350,65264,20718,20718,26640,22554,22554,16440,8240,8268,4086,12258,12354,4086,20718,20718,99194,12354,12354,20718,12354,112012,12354,12354,8268,12450,12450,12393,67662,12354,12354,26640,12354
126.33,4336,731,13104,8725,43590,8757,4379,4379,4379,13104,13104,4379,17482,17448,24011,39243,13104,28424,13104,21796,39211,69119,21796,21796,28424,24045,24045,17482,8756,8724,4379,13137,13104,4379,21796,21796,104882,13104,13104,21796,13104,119548,13104,13104,8725,13071,13071,13071,72135,13104,13104,28424,13104
128.83,4418,714,13305,8860,44272,8891,4445,4445,4445,13305,13305,4445,17751,17670,24293,39858,13305,28767,13305,22135,39827,69603,22135,22135,28767,24322,24322,17751,8840,8861,4445,13335,13305,4445,22135,22135,106054,13305,13305,22135,13305,120950,13305,13305,8860,13275,13275,13275,72966,13305,13305,28767,13305
124.27,4367,720,12815,8548,42730,8534,4267,4267,4267,12815,12815,4267,17082,17106,23567,38461,12815,27815,12815,21377,38463,68103,21377,21377,27815,23548,23548,17082,8550,8548,4267,12801,12815,4267,21377,21377,102480,12815,12815,21377,12815,117015,12815,12815,8548,12829,12829,12829,70644,12815,12815,27815,12815
126.3,4216,732,13063,8701,43476,8719,4366,4366,4366,13063,13063,4366,17418,17399,23871,39260,13063,28239,13063,21737,39110,67819,21736,21736,28239,23864,23864,17418,8712,8691,4366,13098,13063,4366,21736,21737,104545,13063,13063,21736,13063,118664,13065,13065,8702,13036,13034,13077,71592,13063,13063,28239,13063
123.07,4349,758,13116,8770,43824,8710,4356,4349,4356,13116,13116,4356,17475,17527,23992,39322,13116,28397,13116,21947,39475,69378,21941,21948,28397,24024,24024,17475,8727,8772,4356,13068,13116,4356,21948,21947,105348,13116,13116,21948,13116,119392,13121,13121,8769,13184,13175,13144,72072,13116,13116,28397,13116
124.57,4279,728,12781,8496,42518,8557,4271,4278,4271,12781,12781,4271,17060,17001,23470,38326,12781,27711,12781,21224,38240,67565,21231,21224,27711,23465,23465,17060,8532,8504,4271,12813,12781,4271,21224,21224,101852,12781,12781,21224,12781,116576,12774,12774,8496,12721,12731,12734,70395,12781,12781,27711,12781
120.1,4234,695,12390,8283,41268,8246,4141,4141,4141,12390,12390,4141,16512,16560,22939,37182,12390,27005,12390,20708,37127,66286,20708,20708,27005,22865,22865,16512,8260,8305,4141,12423,12390,4141,20708,20708,99082,12390,12390,20708,12390,113706,12407,12407,8324,12425,12385,12462,68595,12390,12390,27005,12390
125.4,4305,693,12770,8487,42523,8534,4249,4249,4249,12770,12770,4249,17038,16939,23288,38255,12770,27638,12770,21212,38274,67402,21212,21212,27638,23387,23387,17038,8498,8465,4249,12747,12770,4249,21212,21212,101976,12770,12770,21212,12770,116177,12753,12753,8446,12725,12766,12674,70161,12770,12770,27638,12770
119.77,4208,662,12217,8167,40973,8100,4050,4050,4050,12217,12217,4050,16267,16434,22587,36754,12217,26551,12217,20451,36923,65822,20451,20451,26551,22503,22503,16267,8183,8167,4050,12150,12217,4050,20451,20451,98561,12217,12217,20451,12217,111870,12217,12217,8167,12284,12284,12284,67509,12217,12217,26551,12217
116.77,3946,682,12021,8002,39974,8038,4019,4019,4019,12021,12021,4019,16040,15958,22006,36089,12021,26118,12021,19987,35955,62856,19987,19987,26118,22070,22070,16040,7992,8002,4019,12057,12021,4019,19987,19987,95828,12021,12021,19987,12021,109770,12021,12021,8002,11985,11985,11993,66210,12021,12021,26118,12021
131.4,4425,747,13575,9058,45299,9033,4517,4517,4517,13575,13575,4517,18091,18141,24699,40676,13575,29179,13575,22656,40782,71301,22655,22656,29179,24689,24689,18091,9061,9057,4517,13551,13575,4517,22656,22656,108691,13575,13575,22656,13575,122665,13575,13575,9058,13599,13598,13596,74067,13575,13575,29179,13575
119.53,4202,722,12541,8356,41773,8371,4185,4185,4185,12541,12541,4185,16727,16664,22996,37590,12541,27152,12541,20884,37588,66289,20885,20884,27152,22969,22969,16727,8322,8357,4185,12555,12541,4185,20884,20884,99971,12541,12541,20884,12541,114219,12541,12541,8356,12527,12528,12522,68907,12541,12541,27152,12541
123.97,4332,685,12912,8607,43001,8610,4305,4305,4305,12912,12912,4305,17217,17218,23774,38759,12912,28143,12912,21516,38696,68549,21516,21516,28143,23808,23808,17217,8620,8607,4305,12915,12912,4305,21516,21516,103428,12912,12912,21516,12912,118382,12912,12912,8607,12909,12909,12910,71424,12912,12912,28143,12912
129.77,4491,772,13382,8911,44563,8942,4471,4471,4471,13382,13382,4471,17853,17823,24544,40059,13382,29024,13382,22262,40092,70604,22262,22262,29024,24583,24583,17853,8935,8911,4471,13413,13382,4471,22262,22262,106932,13382,13382,22262,13382,122079,13382,13382,8911,13351,13351,13350,73749,13382,13382,29024,13382
117.43,4030,719,12193,8150,40708,8099,4063,4063,4063,12193,12193,4063,16239,16315,22408,36612,12193,26391,12193,20387,36645,64457,20387,20387,26391,22328,22328,16239,8148,8134,4063,12189,12193,4063,20387,20387,97635,12193,12193,20387,12193,110941,12203,12203,8151,12237,12220,12238,66984,12193,12193,26391,12193
127.7,4240,698,12993,8660,43334,8663,4323,4321,4323,12993,12993,4323,17328,17313,23711,39028,12993,28115,12993,21655,39013,68378,21653,21655,28115,23759,23759,17328,8640,8671,4323,12969,12993,4323,21655,21655,104149,12993,12993,21655,12993,118109,12988,12988,8659,12997,13009,12996,71277,12993,12993,28115,12993
126.4,4332,682,13101,8729,43391,8749,4378,4379,4378,13101,13101,4378,17475,17353,23944,39146,13101,28260,13101,21801,39012,68578,21793,21801,28260,23915,23915,17475,8698,8731,4378,13134,13101,4378,21801,21801,103965,13101,13101,21801,13101,118908,13104,13104,8735,13080,13049,13086,71745,13101,13101,28260,13101
122.37,4305,710,12764,8493,42545,8447,4255,4256,4255,12764,12764,4255,16948,17017,23429,38107,12764,27631,12764,21234,38289,67232,21244,21234,27631,23376,23376,16948,8490,8416,4255,12765,12764,4255,21234,21234,102262,12764,12764,21234,12764,116102,12756,12756,8487,12731,12767,12725,70128,12764,12764,27631,12764
132.17,4486,719,13601,9080,45614,9122,4521,4521,4521,13601,13601,4521,18202,18220,24760,41127,13601,29338,13601,22719,41093,71458,22719,22719,29338,24817,24817,18202,9098,9160,4521,13563,13601,4521,22719,22719,109099,13601,13601,22719,13601,123328,13601,13601,9080,13639,13639,13639,74451,13601,13601,29338,13601
125.57,4537,778,13173,8783,43780,8805,4422,4412,4422,13173,13173,4422,17572,17541,24420,39468,13173,28883,13173,21917,39368,70514,21907,21917,28883,24455,24455,17572,8819,8760,4422,13266,13173,4422,21917,21917,105517,13173,13173,21917,13173,121560,13189,13189,8783,13144,13128,13144,73365,13173,13173,28883,13173
121.67,4180,700,12594,8407,42192,8351,4157,4166,4157,12594,12594,4157,16773,16874,23021,37896,12594,27150,12594,21073,38026,66380,21082,21073,27150,22999,22998,16773,8374,8429,4157,12471,12594,4157,21073,21073,101223,12594,12594,21073,12594,114204,12579,12579,8407,12657,12672,12657,68994,12594,12594,27149,12594
127.2,4416,722,13271,8833,44136,8874,4436,4437,4436,13271,13271,4436,17708,17647,24312,39736,13271,28760,13271,22064,39699,69331,22065,22064,28760,24308,24309,17708,8853,8834,4436,13308,13271,4436,22064,22064,105811,13271,13271,22064,13271,120935,13270,13270,8833,13230,13231,13230,72927,13271,13271,28761,13271
125.97,4214,684,13136,8772,43842,8730,4366,4366,4366,13136,13136,4366,17501,17520,23833,39462,13136,28139,13136,21950,39476,68467,21950,21950,28139,23789,23789,17501,8719,8771,4366,13098,13136,4366,21950,21950,104972,13136,13136,21950,13136,118275,13137,13137,8772,13178,13177,13178,71367,13136,13136,28139,13136
