 CPUAvg,search,main, Customer:198,AddressDaoImpl:53,Address:195,AService:538,CustomerDaoImpl:65,AService:530,AService:515,Customer:234,Customer:223,AService:522,Customer:139,ShoppingCartDapImpl:44,AController:42,Customer:96,Customer:245,AController:89,Customer:113,Address:135,Address:77,DaoImpl:42,Address:96,Address:165,AController:101,AController:109,AController:108,Customer:126,AService:545,Customer:102,BuyController:55,BuyController:198,Customer:185,AService:508,Address:123,Address:149,ShoppingCart:64,Customer:210,Customer:273,Address:109,Customer:256,AController:54,Customer:160,Customer:148,Customer:88,Address:68,Address:83,CountryDaoImpl:56,AController:134,Customer:290,Customer:173,AController:96,Customer:278
131.3,4707,750,13807,9196,45954,9222,4611,4611,4611,13807,13807,4611,18418,18386,25402,41369,13807,30048,13807,22977,41343,73465,22977,22977,30048,25437,25437,18418,9216,9196,4611,13833,13807,4611,22977,22977,110317,13807,13807,22977,13807,126404,13807,13807,9196,13781,13781,13781,76311,13807,13807,30048,13807
124.03,4196,713,12711,8485,42458,8452,4226,4226,4226,12711,12711,4226,16937,16989,23270,38205,12711,27497,12711,21229,38232,67233,21229,21229,27497,23271,23271,16937,8471,8485,4226,12678,12711,4226,21229,21229,102147,12711,12711,21229,12711,115602,12711,12711,8485,12744,12744,12744,69813,12711,12711,27497,12711
126.97,4177,732,13198,8779,43836,8838,4419,4419,4419,13198,13198,4419,17617,17533,24054,39494,13198,28527,13198,21918,39417,68388,21918,21918,28527,24107,24107,17617,8813,8779,4419,13257,13198,4419,21918,21918,105249,13198,13198,21918,13198,119935,13198,13198,8779,13139,13139,13139,72321,13198,13198,28527,13198
132.07,4579,768,13420,8942,44696,8956,4478,4478,4478,13420,13420,4478,17898,17887,24780,40358,13420,29203,13420,22348,40218,71817,22348,22348,29203,24724,24724,17898,8959,8942,4478,13434,13420,4478,22348,22348,107363,13420,13420,22348,13420,122831,13420,13420,8942,13406,13406,13433,74172,13420,13420,29203,13420
123.93,4273,752,12753,8509,42566,8488,4244,4244,4244,12753,12753,4244,16997,17002,23346,38151,12753,27592,12753,21283,38322,67201,21283,21283,27592,23350,23350,16997,8472,8509,4244,12732,12753,4244,21283,21283,101828,12753,12753,21283,12753,116050,12753,12753,8509,12774,12774,12747,70050,12753,12753,27592,12753
130.47,4248,761,13546,9021,45076,9050,4525,4525,4525,13546,13546,4525,18071,18026,24650,40628,13546,29209,13546,22538,40551,70021,22538,22538,29209,24684,24684,18071,9034,9021,4525,13575,13546,4525,22538,22538,108190,13546,13546,22538,13546,122639,13546,13546,9021,13517,13517,13517,74052,13546,13546,29209,13546
126.17,4340,715,13121,8775,43958,8692,4346,4346,4346,13121,13121,4346,17467,17653,24137,39481,13121,28442,13121,21979,39612,69582,21979,21979,28442,24095,24095,17467,8795,8775,4346,13038,13121,4346,21979,21979,105897,13121,13121,21979,13121,119644,13121,13121,8775,13204,13204,13204,72285,13121,13121,28442,13121
126.03,4354,697,12820,8541,42662,8558,4279,4279,4279,12820,12820,4279,17099,17013,23469,38432,12820,27776,12820,21344,38383,67982,21344,21344,27776,23498,23498,17099,8494,8541,4279,12837,12820,4279,21344,21344,102211,12820,12820,21344,12820,116856,12820,12820,8541,12803,12803,12809,70494,12820,12820,27776,12820
130.67,4575,724,13250,8840,44226,8826,4416,4415,4416,13250,13250,4416,17663,17696,24452,39780,13250,28864,13250,22103,39811,70764,22102,22103,28864,24432,24432,17663,8843,8837,4416,13248,13250,4416,22103,22103,106211,13250,13250,22103,13250,121437,13253,13253,8840,13264,13261,13259,73296,13250,13250,28864,13250
129.33,4654,774,13860,9241,45970,9256,4651,4645,4651,13860,13860,4651,18481,18394,25374,41423,13860,29979,13860,23065,41325,73116,23058,23065,29979,25342,25342,18481,9228,9218,4651,13953,13860,4651,23065,23065,110236,13860,13860,23065,13860,126130,13876,13876,9248,13831,13812,13850,76026,13860,13860,29979,13860
131.6,4608,747,13389,8895,44634,8964,4456,4463,4456,13389,13389,4456,17878,17885,24751,40317,13389,29231,13389,22236,40171,71350,22243,22236,29231,24777,24777,17878,8953,8927,4456,13368,13389,4456,22236,22236,107186,13389,13389,22236,13389,123047,13370,13370,8894,13334,13355,13363,74331,13389,13389,29231,13389
124.53,4253,670,12921,8626,43052,8608,4313,4313,4313,12921,12921,4313,17225,17226,23648,38740,12921,27959,12921,21560,38739,67986,21555,21560,27959,23633,23633,17225,8618,8626,4313,12939,12921,4313,21560,21560,103397,12921,12921,21560,12921,117570,12930,12930,8635,12939,12916,12953,70899,12921,12921,27959,12921
127.17,4281,760,13150,8767,43948,8749,4367,4367,4367,13150,13150,4367,17524,17525,23943,39379,13150,28326,13150,21940,39581,69136,21946,21940,28326,23970,23970,17524,8747,8759,4367,13101,13150,4367,21940,21940,105173,13150,13150,21940,13150,119015,13142,13142,8752,13167,13190,13104,71910,13150,13150,28326,13150
127.47,4470,660,13081,8723,43624,8715,4356,4356,4356,13081,13081,4356,17439,17455,24074,39253,13081,28433,13081,21813,39268,69745,21813,21813,28433,24073,24073,17439,8722,8725,4356,13068,13081,4356,21813,21813,104665,13081,13081,21813,13081,119652,13080,13080,8723,13090,13091,13090,72219,13081,13081,28433,13081
123.37,4388,677,12451,8298,41486,8306,4153,4153,4153,12451,12451,4153,16604,16565,23002,37339,12451,27147,12451,20741,37333,67066,20741,20741,27147,23000,23000,16604,8274,8298,4153,12459,12451,4153,20741,20741,99465,12451,12451,20741,12451,114323,12451,12451,8298,12443,12443,12443,69000,12451,12451,27147,12451
127.13,4243,691,13226,8815,44070,8822,4411,4411,4411,13226,13226,4411,17637,17641,24076,39665,13226,28498,13226,22034,39659,68668,22034,22034,28498,24087,24087,17637,8833,8815,4411,13233,13226,4411,22034,22034,105787,13226,13226,22034,13226,119739,13226,13226,8815,13219,13219,13219,72261,13226,13226,28498,13226
124.7,4307,771,12885,8590,42948,8589,4295,4295,4295,12885,12885,4295,17179,17197,23738,38768,12885,28063,12885,21475,38653,68226,21475,21475,28063,23767,23767,17179,8607,8589,4295,12885,12885,4295,21475,21475,103485,12885,12885,21475,12885,117975,12885,12885,8590,12885,12885,12896,71301,12885,12885,28063,12885
132.83,4433,747,13509,9021,45075,8971,4488,4488,4488,13509,13509,4488,17992,18032,24703,40460,13509,29145,13509,22574,40587,70966,22573,22574,29145,24658,24658,17992,8980,9016,4488,13464,13509,4488,22574,22574,108012,13509,13509,22574,13509,122560,13509,13509,9021,13554,13550,13543,73974,13509,13509,29145,13509
126.97,4633,734,13402,8936,44761,8938,4466,4466,4466,13402,13402,4466,17874,17889,24697,40260,13402,29163,13402,22343,40295,71930,22344,22343,29163,24697,24697,17874,8935,8942,4466,13398,13402,4466,22343,22343,107233,13402,13402,22343,13402,122755,13402,13402,8936,13406,13410,13406,74091,13402,13402,29163,13402
124.1,4229,736,12759,8503,42315,8524,4268,4267,4268,12759,12759,4268,17021,16944,23440,38173,12759,27685,12759,21239,38048,67203,21237,21239,27685,23417,23417,17021,8508,8498,4268,12804,12759,4268,21239,21239,101594,12759,12759,21239,12759,116343,12765,12765,8504,12738,12705,12752,70251,12759,12759,27685,12759
133.3,4423,753,13796,9225,46215,9177,4607,4595,4607,13796,13796,4607,18384,18470,25232,41493,13796,29912,13796,23057,41620,72260,23046,23057,29912,25286,25286,18384,9203,9205,4607,13821,13796,4607,23057,23057,111093,13796,13796,23057,13796,125657,13814,13814,9224,13843,13852,13829,75858,13796,13796,29912,13796
129.53,4559,712,13193,8785,44006,8793,4384,4397,4384,13193,13193,4384,17590,17587,24209,39594,13193,28535,13193,21984,39609,70643,21997,21984,28535,24170,24170,17590,8782,8798,4384,13152,13193,4384,21984,21984,105430,13193,13193,21984,13193,120087,13181,13181,8785,13186,13198,13186,72510,13193,13193,28535,13193
129,4364,724,13384,8903,44453,8944,4471,4469,4471,13384,13384,4471,17852,17815,24502,40048,13384,28984,13384,22236,39984,70124,22234,22236,28984,24504,24504,17852,8949,8900,4471,13413,13384,4471,22236,22236,106793,13384,13384,22236,13384,121817,13379,13379,8903,13335,13340,13340,73512,13384,13384,28984,13384
128.67,4491,763,13108,8743,43763,8734,4361,4358,4361,13108,13108,4361,17479,17538,24212,39430,13108,28543,13108,21865,39405,69977,21862,21865,28543,24187,24187,17479,8768,8756,4361,13083,13108,4361,21865,21865,105129,13108,13108,21865,13108,120064,13106,13106,8746,13125,13127,13134,72561,13108,13108,28543,13108
123.33,4280,659,12508,8334,41674,8338,4164,4169,4164,12508,12508,4164,16677,16630,22935,37461,12508,27119,12508,20843,37505,66448,20848,20843,27119,22957,22957,16677,8302,8336,4164,12492,12508,4164,20843,20843,99913,12508,12508,20843,12508,114152,12503,12503,8331,12504,12509,12491,68871,12508,12508,27119,12508
127.63,4445,765,13146,8756,43778,8780,4390,4390,4390,13146,13146,4390,17536,17538,24273,39487,13146,28769,13146,21878,39388,69701,21878,21878,28769,24352,24352,17536,8802,8756,4390,13170,13146,4390,21878,21878,105552,13146,13146,21878,13146,121023,13146,13146,8756,13122,13122,13121,73056,13146,13146,28769,13146
123.97,4289,707,13334,8895,44492,8878,4439,4439,4439,13334,13334,4439,17773,17795,24236,40016,13334,28566,13334,22246,40053,69416,22246,22246,28566,24156,24156,17773,8875,8896,4439,13317,13334,4439,22246,22246,106342,13334,13334,22246,13334,120003,13334,13334,8896,13351,13351,13367,72468,13334,13334,28566,13334
133.43,4466,767,13817,9212,46054,9210,4605,4605,4605,13817,13817,4605,18422,18418,25232,41443,13817,29842,13817,23031,41449,72038,23031,23031,29842,25233,25233,18422,9211,9212,4605,13815,13817,4605,23031,23031,110610,13817,13817,23031,13817,125428,13817,13817,9212,13819,13818,13820,75699,13817,13817,29842,13817
132.8,4475,763,13813,9217,46118,9192,4596,4596,4596,13813,13813,4596,18409,18402,25170,41435,13813,29743,13813,23055,41522,72164,23055,23055,29743,25146,25146,18409,9161,9216,4596,13788,13813,4596,23055,23055,110453,13813,13813,23055,13813,125010,13813,13813,9216,13838,13839,13821,75438,13813,13813,29743,13813
125.7,4259,744,12985,8646,43198,8678,4339,4339,4339,12985,12985,4339,17324,17286,23787,38947,12985,28159,12985,21599,38859,68276,21599,21599,28159,23824,23824,17324,8672,8646,4339,13017,12985,4339,21599,21599,103637,12985,12985,21599,12985,118352,12985,12985,8646,12953,12953,12953,71472,12985,12985,28159,12985
134.5,4628,775,13798,9209,45970,9208,4619,4611,4619,13798,13798,4619,18402,18370,25382,41410,13798,30031,13798,23000,41359,73068,22992,23000,30031,25413,25413,18402,9190,9194,4619,13857,13798,4619,23000,23000,110470,13798,13798,23000,13798,126312,13813,13813,9209,13799,13784,13799,76239,13798,13798,30031,13798
121.27,4162,669,12423,8278,41476,8260,4115,4123,4115,12423,12423,4115,16553,16628,22825,37259,12423,26895,12423,20727,37353,65482,20735,20727,26895,22778,22778,16553,8300,8293,4115,12345,12423,4115,20727,20727,99373,12423,12423,20727,12423,113178,12408,12408,8278,12441,12456,12454,68334,12423,12423,26895,12423
131.93,4525,696,13503,8999,44959,9010,4506,4506,4506,13503,13503,4506,18008,17984,24728,40489,13503,29251,13503,22490,40453,71744,22489,22490,29251,24747,24747,18008,9004,8999,4506,13518,13503,4506,22490,22490,108101,13503,13503,22490,13503,123076,13504,13504,9000,13492,13489,13501,74241,13503,13503,29251,13503
125.73,4337,746,12899,8597,43013,8602,4300,4300,4300,12899,12899,4300,17200,17211,23698,38725,12899,27997,12899,21492,38713,68298,21493,21492,27997,23697,23697,17200,8613,8597,4300,12900,12899,4300,21492,21492,103216,12899,12899,21492,12899,117762,12898,12898,8596,12894,12897,12882,71091,12899,12899,27997,12899
127.27,4321,730,13081,8721,43496,8720,4360,4360,4360,13081,13081,4360,17441,17406,23921,39185,13081,28258,13081,21801,39136,69027,21799,21801,28258,23898,23898,17441,8704,8723,4360,13080,13081,4360,21801,21801,104550,13081,13081,21801,13081,118771,13081,13081,8723,13082,13080,13079,71694,13081,13081,28258,13081
130,4506,816,13733,9153,45835,9162,4582,4581,4582,13733,13733,4582,18314,18351,25296,41248,13733,29910,13733,22874,41254,72414,22871,22874,29910,25304,25304,18314,9180,9159,4582,13746,13733,4582,22874,22874,110081,13733,13733,22874,13733,125786,13734,13734,9160,13724,13721,13760,75912,13733,13733,29910,13733
122.07,4205,680,12627,8424,42168,8404,4201,4202,4201,12627,12627,4201,16829,16816,22953,37883,12627,27118,12627,21076,37966,66315,21081,21076,27118,22937,22937,16829,8378,8416,4201,12603,12627,4201,21076,21076,100816,12627,12627,21076,12627,113981,12626,12626,8415,12647,12652,12605,68811,12627,12627,27118,12627
127.5,4379,736,12942,8611,42943,8673,4347,4347,4347,12942,12942,4347,17276,17205,23915,38742,12942,28258,12942,21486,38596,69158,21486,21486,28258,23915,23915,17276,8660,8604,4347,13041,12942,4347,21486,21486,103298,12942,12942,21486,12942,118867,12950,12950,8617,12875,12867,12935,71745,12942,12942,28258,12942
121.83,4185,725,12633,8442,42067,8377,4213,4213,4213,12633,12633,4213,16808,16853,23168,37785,12633,27353,12633,21113,37854,66254,21113,21113,27353,23140,23140,16808,8395,8434,4213,12639,12633,4213,21113,21113,101092,12633,12633,21113,12633,115013,12644,12644,8472,12671,12660,12647,69420,12633,12633,27353,12633
129.47,4363,683,13413,8935,44773,8950,4440,4440,4440,13413,13413,4440,17904,17875,24315,40304,13413,28802,13413,22365,40333,69663,22365,22365,28802,24362,24362,17904,8938,8950,4440,13320,13413,4440,22365,22365,107133,13413,13413,22365,13413,121027,13394,13394,8899,13430,13441,13393,73086,13413,13413,28802,13413
129.1,4411,753,13310,8858,44392,8904,4452,4452,4452,13310,13310,4452,17762,17754,24503,40076,13310,28967,13310,22122,39940,70037,22122,22122,28967,24515,24515,17762,8907,8858,4452,13356,13310,4452,22122,22122,106682,13310,13310,22122,13310,121845,13310,13310,8858,13264,13272,13296,73545,13310,13310,28967,13310
125.93,4277,722,13146,8766,43807,8766,4386,4383,4386,13146,13146,4386,17529,17509,23914,39418,13146,28366,13146,21908,39424,68499,21904,21908,28366,23973,23973,17529,8748,8764,4386,13158,13146,4386,21908,21908,105223,13146,13146,21908,13146,119225,13149,13149,8767,13146,13142,13120,71919,13146,13146,28366,13146
126.3,4148,723,12919,8626,43189,8580,4287,4290,4287,12919,12919,4287,17209,17306,23551,38707,12919,27763,12919,21593,38899,67559,21595,21593,27763,23483,23483,17209,8629,8630,4287,12861,12919,4287,21593,21593,103662,12919,12919,21593,12919,116670,12916,12916,8627,12965,12967,12962,70449,12919,12919,27763,12919
127.5,4655,765,13609,9076,45032,9052,4533,4533,4533,13609,13609,4533,18128,18011,24975,40633,13609,29473,13609,22697,40499,72348,22699,22697,29473,24940,24940,18128,9010,9060,4533,13599,13609,4533,22697,22697,108010,13609,13609,22697,13609,124075,13609,13609,9074,13619,13621,13616,74820,13609,13609,29473,13609
122.63,4188,758,12470,8320,41988,8314,4150,4150,4150,12470,12470,4150,16634,16800,23033,37666,12470,27208,12470,20810,37838,66536,20810,20810,27208,23057,23057,16634,8375,8334,4150,12450,12470,4150,20810,20810,100581,12470,12470,20810,12470,114408,12470,12470,8320,12490,12490,12490,69171,12470,12470,27208,12470
197.03,4509,784,13016,8655,43208,8722,4361,4361,4361,13016,13016,4361,17377,17267,24047,39014,13016,28502,13016,21604,38847,69591,21604,21604,28502,24140,24140,17377,8679,8655,4361,13083,13016,4361,21604,21604,104074,13016,13016,21604,13016,119923,13016,13016,8655,12949,12949,12949,72420,13016,13016,28502,13016
213.9,4403,753,13540,9059,45292,8987,4507,4501,4507,13540,13540,4507,18033,18118,24809,40647,13540,29263,13540,22664,40791,71595,22658,22664,29263,24744,24744,18033,9016,9045,4507,13521,13540,4507,22664,22664,108607,13540,13540,22664,13540,122966,13553,13553,9059,13611,13598,13616,74232,13540,13540,29263,13540
155.5,4141,779,12908,8606,42898,8599,4310,4312,4310,12908,12908,4310,17201,17151,23525,38596,12908,27760,12908,21510,38586,67177,21512,21510,27760,23464,23464,17201,8577,8589,4310,12930,12908,4310,21510,21510,102791,12908,12908,21510,12908,116563,12912,12912,8606,12902,12896,12897,70392,12908,12908,27760,12908
127.93,4424,711,12958,8625,43245,8646,4299,4303,4299,12958,12958,4299,17288,17336,23810,38950,12958,28131,12958,21580,38942,68990,21584,21580,28131,23832,23832,17288,8679,8656,4299,12897,12958,4299,21580,21580,103813,12958,12958,21580,12958,118381,12941,12941,8625,12951,12970,12952,71496,12958,12958,28131,12958
125.8,4392,735,12929,8597,42872,8663,4332,4332,4332,12929,12929,4332,17260,17134,23775,38660,12929,28152,12929,21451,38540,68595,21445,21451,28152,23815,23815,17260,8605,8601,4332,12996,12929,4332,21451,21451,102866,12929,12929,21451,12929,118464,12929,12929,8602,12861,12851,12874,71445,12929,12929,28152,12929
130.27,4676,809,13802,9202,46130,9201,4600,4600,4600,13802,13802,4600,18403,18420,25384,41465,13802,29999,13802,23014,41530,73255,23020,23014,29999,25404,25404,18403,9200,9198,4600,13800,13802,4600,23014,23014,110612,13802,13802,23014,13802,126192,13802,13802,9197,13805,13815,13791,76212,13802,13802,29999,13802
126.5,4366,771,12874,8605,42976,8545,4279,4279,4279,12874,12874,4279,17145,17204,23668,38650,12874,27895,12874,21535,38697,68450,21534,21535,27895,23616,23616,17145,8570,8597,4279,12837,12874,4279,21535,21535,103136,12874,12874,21535,12874,117370,12879,12879,8605,12931,12925,12931,70848,12874,12874,27895,12874
124.33,4320,677,12692,8444,42285,8489,4238,4238,4238,12692,12692,4238,16938,16906,23346,38163,12692,27671,12692,21095,38047,67680,21096,21095,27671,23408,23408,16938,8476,8452,4238,12714,12692,4238,21095,21095,101771,12692,12692,21095,12692,116439,12687,12687,8444,12650,12656,12650,70224,12692,12692,27671,12692
130.53,4493,728,13227,8823,44093,8806,4404,4404,4404,13227,13227,4404,17629,17673,24426,39675,13227,28781,13227,22064,39689,70463,22063,22064,28781,24392,24392,17629,8835,8822,4404,13212,13227,4404,22064,22064,106003,13227,13227,22064,13227,121208,13227,13227,8824,13242,13240,13267,73176,13227,13227,28781,13227
124.4,4190,714,13064,8721,43673,8688,4343,4343,4343,13064,13064,4343,17409,17472,23735,39196,13064,28095,13064,21821,39330,68088,21822,21821,28095,23737,23737,17409,8716,8722,4343,13029,13064,4343,21821,21821,104640,13064,13064,21821,13064,118065,13064,13064,8720,13099,13101,13078,71211,13064,13064,28095,13064
125.5,4435,710,12900,8590,42922,8619,4310,4310,4310,12900,12900,4310,17209,17136,23769,38715,12900,28072,12900,21460,38612,68751,21460,21460,28072,23787,23787,17209,8576,8589,4310,12930,12900,4310,21460,21460,102868,12900,12900,21460,12900,118180,12900,12900,8590,12870,12870,12866,71361,12900,12900,28072,12900
130.13,4546,800,13627,9086,45436,9083,4541,4541,4541,13627,13627,4541,18169,18142,25062,40874,13627,29610,13627,22717,40895,72366,22717,22717,29610,25063,25063,18169,9052,9087,4541,13623,13627,4541,22717,22717,108946,13627,13627,22717,13627,124463,13627,13627,9086,13631,13631,13631,75189,13627,13627,29610,13627
122.37,4210,663,12594,8390,41886,8408,4204,4204,4204,12594,12594,4204,16798,16796,23051,37767,12594,27232,12594,20966,37682,66367,20966,20966,27232,23033,23033,16798,8432,8390,4204,12612,12594,4204,20966,20966,100680,12594,12594,20966,12594,114586,12594,12594,8390,12576,12576,12590,69099,12594,12594,27232,12594
120.6,4105,711,12536,8382,41654,8315,4180,4180,4180,12536,12536,4180,16684,16670,22945,37402,12536,27062,12536,20966,37474,65749,20966,20966,27062,22883,22883,16684,8323,8350,4180,12540,12536,4180,20966,20966,100087,12536,12536,20966,12536,113720,12549,12549,8382,12584,12571,12570,68649,12536,12536,27062,12536
131.8,4461,761,13406,8921,44788,8962,4459,4459,4459,13406,13406,4459,17896,17924,24566,40347,13406,29067,13406,22304,40329,70965,22304,22304,29067,24608,24608,17896,8966,8952,4459,13377,13406,4459,22304,22304,107451,13406,13406,22304,13406,122279,13393,13393,8921,13383,13396,13384,73824,13406,13406,29067,13406
122.03,4150,699,12192,8124,40678,8137,4068,4068,4068,12192,12192,4068,16261,16289,22511,36638,12192,26542,12192,20296,36610,64793,20288,20296,26542,22473,22473,16261,8143,8128,4068,12204,12192,4068,20296,20296,97475,12192,12192,20296,12192,111706,12192,12192,8127,12180,12165,12206,67419,12192,12192,26542,12192
123.3,4050,702,12606,8434,42226,8374,4204,4200,4204,12606,12606,4204,16792,16843,22969,37848,12606,27185,12606,21102,38026,66517,21106,21102,27185,22980,22980,16792,8386,8413,4204,12612,12606,4204,21102,21102,101211,12606,12606,21102,12606,114195,12622,12622,8431,12664,12663,12637,68940,12606,12606,27185,12606
127.4,4594,736,13129,8715,43539,8796,4382,4386,4382,13129,13129,4382,17527,17392,24104,39290,13129,28539,13129,21767,39153,69999,21771,21767,28539,24153,24153,17527,8731,8731,4382,13146,13129,4382,21767,21767,104494,13129,13129,21767,13129,120116,13113,13113,8715,13048,13063,13050,72459,13129,13129,28539,13129
123.37,4541,661,12859,8587,43009,8546,4272,4272,4272,12859,12859,4272,17133,17191,23751,38688,12859,28024,12859,21489,38737,69452,21489,21489,28024,23757,23757,17133,8556,8589,4272,12816,12859,4272,21489,21489,103125,12859,12859,21489,12859,118005,12859,12859,8587,12902,12903,12903,71271,12859,12859,28024,12859
132.8,4588,770,13744,9165,45715,9158,4579,4579,4579,13744,13744,4579,18323,18360,25230,41165,13744,29748,13744,22913,41136,72301,22910,22913,29748,25170,25170,18323,9200,9170,4579,13737,13744,4579,22913,22913,109939,13744,13744,22913,13744,125139,13744,13744,9170,13751,13745,13762,75510,13744,13744,29748,13744
120.17,4169,705,12430,8288,41561,8284,4142,4142,4142,12430,12430,4142,16572,16576,22766,37327,12430,26912,12430,20725,37419,65299,20728,20725,26912,22769,22769,16572,8272,8283,4142,12426,12430,4142,20725,20725,99479,12430,12430,20725,12430,113159,12430,12430,8283,12434,12440,12420,68307,12430,12430,26912,12430
120.97,4242,702,12468,8289,41376,8358,4179,4179,4179,12468,12468,4179,16647,16557,22935,37434,12468,27214,12468,20688,37197,66225,20688,20688,27214,23024,23024,16647,8337,8289,4179,12537,12468,4179,20688,20688,99720,12468,12468,20688,12468,114425,12468,12468,8289,12399,12399,12399,69072,12468,12468,27214,12468
127.7,4289,818,13274,8861,44331,8825,4413,4413,4413,13274,13274,4413,17686,17737,24242,39714,13274,28590,13274,22170,39918,69649,22170,22170,28590,24190,24189,17686,8841,8860,4413,13239,13274,4413,22170,22170,106194,13274,13274,22170,13274,120069,13274,13274,8861,13309,13309,13309,72567,13274,13274,28590,13274
123.2,4368,708,12596,8395,41816,8403,4201,4201,4201,12596,12596,4201,16798,16776,23303,37806,12596,27454,12596,20980,37615,67889,20975,20980,27454,23252,23253,16798,8390,8410,4201,12603,12596,4201,20980,20980,100540,12596,12596,20980,12596,115550,12596,12596,8409,12590,12574,12639,69759,12596,12596,27454,12596
127.43,4412,715,12950,8631,43309,8638,4319,4319,4319,12950,12950,4319,17269,17255,23826,38922,12950,28240,12950,21578,38990,69140,21583,21578,28240,23909,23909,17269,8629,8617,4319,12957,12950,4319,21578,21578,103816,12950,12950,21578,12950,118816,12950,12950,8617,12942,12958,12893,71727,12950,12950,28240,12950
130.7,4649,717,13308,8874,44288,8870,4436,4436,4436,13308,13308,4436,17743,17769,24674,39898,13308,29053,13308,22178,39852,71665,22170,22178,29053,24627,24627,17743,8897,8883,4436,13308,13308,4436,22178,22178,106535,13308,13308,22178,13308,122433,13309,13309,8884,13312,13293,13352,73881,13308,13308,29053,13308
120.87,4245,685,13067,8730,43794,8672,4335,4335,4335,13067,13067,4335,17403,17523,23808,39243,13067,28107,13067,21863,39459,68431,21871,21863,28107,23774,23774,17403,8729,8721,4335,13005,13067,4335,21863,21863,104998,13067,13067,21863,13067,118120,13066,13066,8720,13125,13144,13085,71322,13067,13067,28107,13067
129.73,4466,742,13444,8959,44728,8970,4485,4485,4485,13444,13444,4485,17929,17843,24566,40282,13444,29060,13444,22392,40243,71073,22392,22392,29060,24575,24575,17929,8909,8959,4485,13455,13444,4485,22392,22392,107024,13444,13444,22392,13444,122236,13444,13444,8959,13433,13433,13433,73725,13444,13444,29060,13444
124.37,4203,796,12652,8443,42190,8444,4239,4235,4239,12652,12652,4239,16872,16927,23537,37986,12652,27848,12652,21086,37955,67696,21082,21086,27848,23569,23569,16872,8505,8424,4239,12717,12652,4239,21086,21086,101882,12652,12652,21086,12652,117129,12667,12667,8443,12647,12632,12664,70707,12652,12652,27848,12652
126.83,4318,681,13325,8861,44338,8902,4434,4438,4434,13325,13325,4434,17778,17695,24087,39982,13325,28546,13325,22153,39900,68823,22157,22153,28546,24135,24135,17778,8842,8880,4434,13302,13325,4434,22153,22153,106102,13325,13325,22153,13325,119962,13310,13310,8861,13288,13303,13271,72405,13325,13325,28546,13325
119.33,4044,708,12481,8331,41432,8302,4166,4165,4166,12481,12481,4166,16625,16596,22806,37268,12481,26880,12481,20822,37267,65338,20817,20822,26880,22724,22724,16625,8298,8312,4166,12498,12481,4166,20822,20822,99337,12481,12481,20822,12481,113020,12489,12489,8334,12496,12458,12516,68172,12481,12481,26880,12481
123.9,4112,687,12912,8598,43220,8626,4298,4299,4298,12912,12912,4298,17232,17248,23429,38874,12912,27779,12912,21501,38921,67363,21506,21501,27779,23488,23488,17232,8615,8617,4298,12894,12912,4298,21501,21501,103527,12912,12912,21501,12912,116646,12904,12904,8595,12898,12936,12878,70464,12912,12912,27779,12912
130.33,4487,733,13399,8936,44650,8914,4463,4463,4463,13399,13399,4463,17850,17862,24694,40179,13399,29151,13399,22345,40187,70714,22345,22345,29151,24685,24685,17850,8920,8924,4463,13389,13399,4463,22345,22345,107335,13399,13399,22345,13399,122664,13399,13399,8936,13409,13409,13425,74055,13399,13399,29151,13399
119.43,4207,747,12857,8593,42790,8576,4300,4300,4300,12857,12857,4300,17151,17161,23512,38555,12857,27768,12857,21479,38490,67620,21479,21479,27768,23470,23470,17151,8598,8603,4300,12900,12857,4300,21479,21479,102690,12857,12857,21479,12857,116738,12875,12875,8609,12886,12830,12889,70410,12857,12857,27768,12857
129.07,4465,741,13431,8920,44778,8986,4475,4475,4475,13431,13431,4475,17924,17871,24523,40219,13431,29057,13431,22285,40303,70240,22285,22285,29057,24583,24583,17924,8954,8922,4475,13425,13431,4475,22285,22285,107294,13431,13431,22285,13431,122179,13413,13413,8904,13365,13421,13346,73749,13431,13431,29057,13431
124.43,4302,743,12680,8470,42400,8420,4210,4210,4210,12680,12680,4210,16890,16981,23418,38140,12680,27576,12680,21200,38190,67917,21200,21200,27576,23366,23366,16890,8461,8470,4210,12630,12680,4210,21200,21200,101982,12680,12680,21200,12680,116064,12680,12680,8470,12730,12730,12730,70098,12680,12680,27576,12680
127.03,4290,726,13222,8800,43956,8844,4422,4422,4422,13222,13222,4422,17644,17564,24098,39614,13222,28579,13222,21978,39534,68927,21978,21978,28579,24157,24157,17644,8808,8800,4422,13266,13222,4422,21978,21978,105353,13222,13222,21978,13222,120146,13222,13222,8800,13178,13178,13178,72471,13222,13222,28579,13222
131.63,4470,751,13690,9140,45740,9100,4550,4550,4550,13690,13690,4550,18240,18281,25039,41174,13690,29558,13690,22870,41190,71850,22870,22870,29558,25008,25008,18240,9101,9140,4550,13650,13690,4550,22870,22870,109750,13690,13690,22870,13690,124292,13690,13690,9140,13730,13730,13730,75024,13690,13690,29558,13690
125.33,4457,690,12672,8425,42053,8494,4247,4247,4247,12672,12672,4247,16919,16838,23472,37931,12672,27808,12672,21028,37806,68051,21028,21028,27808,23542,23542,16919,8482,8425,4247,12741,12672,4247,21028,21028,101175,12672,12672,21028,12672,117003,12672,12672,8425,12603,12603,12605,70626,12672,12672,27808,12672
