 CPUAvg,search,buy, AController:74,AController:98,DaoImpl:69,HomeController:69,AController:91,HomeController:107,ItemDaoImpl:86,AController:110,AController:111,HomeController:53,Item:118,AController:136,AController:104,Item:253,AController:43,AService:489,HomeController:91,AController:55
123.7,4309,4122,2006,27232,67076,657,27232,658,1348,23067,23067,7238,86954,69201,27232,86954,23060,1348,658,114654
118.47,4005,4099,2004,26383,63952,680,26383,679,1325,22307,22307,7469,79768,66921,26383,79768,22333,1325,679,110937
130.1,4372,4334,2234,28268,68468,752,28268,749,1484,23921,23921,8239,86969,71763,28268,86969,23903,1484,749,118803
123.43,4231,4228,2147,27341,67173,727,27341,731,1416,23135,23135,8041,86558,69405,27341,86558,23161,1416,731,114918
124.8,4392,4325,2183,28134,68552,739,28134,737,1446,23819,23819,8107,88019,71457,28134,88019,23816,1446,737,118298
130.57,4307,4429,2258,28951,69736,751,28951,752,1506,24455,24455,8272,86842,73365,28951,86841,24428,1506,752,121633
100.9,3449,3377,1702,21935,53928,569,21935,570,1133,18584,18584,6270,69766,55752,21935,69767,18570,1133,570,92290
113.47,3765,3888,1904,25033,60411,622,25033,622,1282,21181,21181,6842,75817,63543,25033,75817,21124,1282,622,105234
127.67,4344,4321,2127,28038,68427,710,28038,710,1417,23711,23711,7810,87638,71133,28038,87638,23760,1417,710,117925
126.2,4308,4243,2090,27833,67931,703,27833,703,1387,23571,23571,7733,85846,70713,27833,85846,23607,1387,703,117150
123,4192,4205,2061,27150,66354,707,27150,706,1354,22975,22975,7766,84692,68925,27150,84692,22969,1354,706,114173
123.23,4058,4152,2078,26894,64909,687,26894,687,1392,22728,22728,7557,81202,68184,26894,81202,22709,1392,687,113019
126.47,4282,4325,2224,28054,68350,739,28054,738,1485,23744,23744,8118,86814,71232,28054,86814,23794,1485,738,117940
120.4,4069,4108,2125,26925,65310,731,26925,732,1394,22777,22777,8052,82696,68331,26925,82696,22734,1394,732,113261
126.6,4378,4378,2123,28314,68859,690,28314,691,1431,23966,23966,7601,87491,71898,28314,87491,23909,1431,691,119031
128.27,4365,4336,2200,28311,68773,730,28311,730,1471,23940,23940,8030,87190,71820,28311,87190,23999,1471,730,118996
130.23,4407,4346,2142,28204,69225,711,28204,711,1430,23888,23888,7821,89795,71664,28204,89795,23898,1430,711,118727
134.27,4656,4534,2283,29567,72043,770,29567,770,1513,25027,25027,8470,92736,75081,29567,92736,24966,1513,770,124352
119.33,4121,4022,1946,26233,64221,662,26233,660,1286,22193,22193,7260,82617,66579,26233,82617,22272,1286,660,110407
132.2,4302,4503,2194,29059,70077,728,29059,729,1465,24556,24556,8019,86338,73668,29059,86338,24543,1465,729,122060
124.5,4322,4169,2075,27133,66452,708,27133,705,1366,22997,22997,7755,86776,68991,27133,86776,22957,1366,705,114308
117.37,4031,3944,2012,25842,63345,668,25842,672,1345,21898,21898,7392,81293,65694,25842,81293,21901,1345,672,108746
132.77,4386,4538,2310,29429,71220,793,29429,791,1519,24858,24858,8701,88816,74574,29429,88816,24894,1519,791,123585
122.83,4270,4269,2185,27891,67602,748,27891,750,1435,23587,23587,8250,85444,70761,27891,85444,23602,1435,750,117288
106.63,3568,3635,1786,23423,56755,594,23423,594,1192,19817,19817,6534,71721,59451,23423,71721,19750,1192,594,98425
124.2,4111,4255,2137,27600,66681,723,27600,721,1416,23335,23335,7931,82408,70005,27600,82408,23353,1416,721,115953
125.87,4224,4335,2222,27851,67274,737,27851,738,1482,23566,23566,8118,84286,70698,27851,84286,23526,1482,738,117030
127.73,4289,4329,2213,28136,68851,741,28136,742,1473,23804,23804,8162,87633,71412,28136,87633,23892,1473,742,118368
111.87,3765,3776,1813,24515,59771,598,24515,598,1215,20729,20729,6578,76000,62187,24515,76000,20710,1215,598,103028
117.13,4125,4063,2079,26542,64296,698,26542,698,1381,22472,22472,7678,81679,67416,26542,81679,22506,1381,698,111638
106.6,3607,3521,1740,23073,56521,591,23073,591,1149,19523,19523,6501,73254,58569,23073,73254,19470,1149,591,97063
125.23,4299,4183,2134,27259,66863,696,27259,696,1438,23106,23106,7656,86473,69318,27259,86473,23135,1438,696,114717
128.67,4430,4535,2166,29151,70835,702,29151,701,1465,24634,24634,7711,90538,73902,29151,90538,24605,1465,701,122499
128.3,4526,4217,2102,27735,69112,698,27735,699,1403,23516,23516,7689,91624,70548,27735,91624,23550,1403,699,116848
126.37,4179,4303,2192,27898,67542,722,27898,722,1470,23597,23597,7942,84747,70791,27898,84746,23585,1470,722,117153
126.63,4302,4295,2088,27808,68013,691,27808,690,1398,23517,23518,7590,86996,70551,27808,86997,23509,1398,690,116950
126.13,4179,4247,2215,27801,67390,749,27801,747,1467,23525,23524,8217,85533,70575,27801,85533,23542,1467,747,116946
126.5,4247,4277,2169,27777,67617,728,27777,729,1440,23511,23511,8019,86067,70533,27777,86067,23495,1440,729,116799
133.43,4529,4457,2230,29227,71815,752,29227,754,1477,24739,24739,8294,93621,74217,29227,93621,24721,1477,754,123119
126.67,4313,4243,2090,27560,67666,689,27560,687,1403,23336,23336,7557,87489,70008,27560,87489,23352,1403,687,115933
126.5,4293,4252,2128,27716,67931,716,27716,718,1410,23447,23447,7898,88018,70341,27716,88018,23383,1410,718,116576
129.77,4603,4425,2281,28895,71559,764,28895,764,1517,24484,24484,8404,94592,73452,28895,94592,24545,1517,764,121606
126.83,4502,4243,1981,27607,68316,646,27607,646,1335,23383,23383,7106,90303,70149,27607,90303,23384,1335,646,116275
128.27,4171,4244,2142,27540,66841,720,27540,719,1423,23309,23309,7909,84194,69927,27540,84194,23284,1423,719,115733
126.53,4468,4256,2054,28058,68518,690,28058,691,1363,23752,23752,7601,88548,71256,28058,88548,23748,1363,691,118185
129.17,4381,4456,2288,28674,69953,763,28674,763,1525,24253,24253,8393,88644,72759,28674,88644,24300,1525,763,120463
123,4133,4194,1980,27229,65722,639,27229,639,1341,23013,23013,7029,82519,69039,27229,82519,22955,1341,639,114429
133.77,4498,4468,2252,29048,71365,747,29048,747,1505,24595,24595,8217,92080,73785,29048,92080,24590,1505,747,122130
127.57,4326,4332,2231,28256,68668,747,28256,747,1484,23905,23905,8217,87357,71715,28256,87357,23944,1484,747,118791
135.3,4582,4507,2215,29462,71874,729,29462,729,1486,24937,24937,8019,92669,74811,29462,92669,24913,1486,729,123970
118.4,4133,4211,1988,26977,66112,636,26977,635,1352,22830,22830,6985,83210,68490,26977,83210,22899,1352,635,113480
118.93,4013,3996,2073,26280,63562,702,26280,703,1371,22238,22238,7733,80940,66714,26280,80940,22190,1371,703,110553
125.43,4257,4262,2086,27502,66846,704,27502,703,1382,23276,23276,7733,84744,69828,27502,84744,23254,1382,703,115647
123.63,4221,4159,2113,27105,66374,716,27105,716,1397,22935,22935,7876,85306,68805,27105,85306,22967,1397,716,113947
120.97,4095,4096,2155,26605,64868,748,26605,749,1407,22511,22511,8239,82870,67533,26605,82869,22519,1407,749,111790
118.33,4028,3984,1993,26133,63429,670,26133,669,1322,22110,22110,7359,80715,66330,26133,80716,22084,1322,669,109957
121.87,4046,4180,2044,26960,64990,664,26960,665,1381,22804,22804,7315,80958,68412,26960,80958,22738,1381,665,113336
128.07,4316,4358,2216,28291,69076,723,28291,723,1493,23928,23928,7953,87411,71784,28291,87411,24052,1493,723,118873
132.27,4405,4487,2173,28943,70064,721,28943,720,1452,24472,24472,7920,88686,73416,28943,88686,24429,1452,720,121674
123.33,4155,4191,2172,27456,66575,739,27456,740,1433,23230,23230,8140,83398,69690,27456,83398,23274,1433,740,115489
124.83,4265,4374,2176,28408,68815,707,28408,707,1469,24024,24024,7777,86620,72072,28408,86615,23955,1469,707,119330
122.57,4223,4185,2044,26987,65872,669,26987,669,1375,22856,22856,7359,83302,68568,26987,83307,22914,1375,669,113584
115.6,3826,3982,1978,25876,62009,631,25876,631,1347,21868,21868,6941,76634,65604,25876,76634,21856,1347,631,108690
123.2,3980,4242,2184,27283,65611,730,27283,730,1454,23056,23056,8030,80133,69168,27283,80133,23075,1454,730,114528
122.5,4173,4123,2025,27001,65336,662,27001,662,1363,22813,22813,7282,83277,68439,27001,83277,22821,1363,662,113519
114.3,3933,3890,1905,24993,61193,626,24993,626,1279,21188,21188,6886,78685,63564,24993,78685,21173,1279,626,105145
125.77,4282,4270,2256,28056,68150,767,28056,767,1489,23745,23745,8437,86244,71235,28056,86244,23706,1489,767,117926
126.27,4124,4360,2148,27856,67208,718,27856,718,1430,23540,23540,7898,82254,70620,27856,82254,23559,1430,718,116914
126.23,4311,4217,2142,27952,67791,690,27952,687,1455,23635,23635,7557,87386,70903,27952,87386,23570,1455,687,117498
123.17,4259,4379,2173,28186,68284,716,28186,719,1454,23844,23844,7909,84944,71534,28186,84944,23926,1454,719,118567
126.13,4157,4336,2212,27937,67541,730,27937,730,1482,23623,23623,8030,84214,70869,27937,84214,23632,1482,730,117326
120.3,4048,4048,2018,26403,64128,669,26403,669,1349,22334,22334,7359,81815,67002,26403,81815,22325,1349,669,111062
123.07,4111,4177,2058,27003,65910,688,27003,688,1370,22855,22855,7568,83232,68565,27003,83232,22833,1370,688,113571
121.97,4128,4157,2074,26799,65770,674,26799,674,1400,22668,22668,7414,85162,68004,26799,85162,22702,1400,674,112636
119.77,4179,4004,2052,26405,64468,686,26405,686,1366,22385,22385,7546,82745,67155,26405,82745,22388,1366,686,111193
123.5,4044,4199,2026,27153,65316,696,27153,696,1330,22941,22941,7656,80724,68823,27153,80723,22883,1330,696,114088
114.87,4016,3880,1897,25309,61893,637,25309,636,1260,21423,21423,6996,79774,64269,25309,79775,21439,1260,636,106498
119.27,4171,4114,2006,26726,65481,677,26726,678,1329,22629,22629,7458,84054,67887,26726,84054,22668,1329,678,112511
105.33,3542,3664,1751,23556,56843,580,23556,579,1171,19901,19901,6369,70669,59703,23556,70669,19848,1171,579,98927
124.67,4230,4195,2073,27321,66908,670,27321,671,1403,23135,23135,7381,85870,69405,27321,85870,23106,1403,671,114923
126.07,4206,4286,2135,27822,67262,694,27822,694,1441,23509,23509,7634,84242,70527,27822,84242,23549,1441,694,116836
126.73,4251,4305,2168,27843,67700,728,27843,727,1440,23558,23558,7997,86140,70674,27843,86140,23543,1440,727,117082
104.13,3588,3483,1739,22806,56141,604,22806,605,1135,19318,19318,6655,72528,57954,22806,72528,19350,1135,605,96030
105.97,3744,3620,1795,23608,57541,606,23608,605,1190,19981,19981,6655,74579,59943,23608,74579,19986,1190,605,99395
109.47,3653,3683,1792,23887,58112,604,23887,603,1187,20218,20218,6633,73174,60654,23887,73174,20139,1187,603,100407
119.53,4078,4075,2136,26475,64536,735,26475,734,1403,22393,22393,8074,83081,67179,26475,83080,22479,1403,734,111315
126.4,4223,4190,2106,27427,67533,698,27427,700,1406,23220,23220,7700,87338,69660,27427,87339,23183,1406,700,115358
123.87,4357,4294,2150,27824,68518,718,27824,718,1433,23565,23565,7898,88792,70695,27824,88792,23578,1433,718,117049
165.97,4415,4318,2077,28060,68539,672,28060,669,1407,23743,23743,7359,88237,71229,28060,88237,23753,1407,669,118035
200.83,4215,4201,2003,27263,65840,664,27263,667,1333,23057,23057,7337,82713,69171,27263,82713,23049,1333,667,114680
182.7,4313,4321,2189,28272,68483,754,28272,755,1438,23924,23924,8305,86033,71772,28272,86033,23909,1438,755,118961
118.87,4000,4126,1974,26554,64121,669,26554,667,1306,22462,22462,7337,79272,67386,26554,79272,22446,1306,667,111650
112,3802,3781,1828,24763,59883,580,24763,582,1247,20923,20923,6402,75431,62769,24763,75431,20978,1247,582,104183
52.47,1816,1854,873,11866,28715,280,11866,280,593,10054,10054,3080,35682,30162,11866,35682,10049,593,280,49928
84.23,2878,2909,1346,18952,45787,431,18952,431,915,16012,16012,4741,57358,48036,18952,57358,15985,915,431,79658
75.67,2620,2537,1335,16599,40874,447,16599,447,888,14082,14082,4917,53083,42246,16599,53083,14103,888,447,69902
79.73,2654,2768,1320,17953,43139,444,17953,444,876,15158,15158,4884,53170,45474,17953,53170,15123,876,444,75406
85.47,2899,2915,1437,18841,46058,493,18841,493,944,15942,15942,5423,58889,47826,18841,58889,15959,944,493,79317
88,3008,2963,1497,19207,46907,503,19207,503,994,16273,16273,5533,60647,48819,19207,60647,16207,994,503,80819
72.8,2469,2552,1305,16491,39933,434,16491,434,871,13922,13922,4774,49988,41766,16491,49988,14008,871,434,69202
75.63,2595,2451,1200,16055,39427,395,16055,395,805,13618,13618,4345,51625,40854,16055,51625,13635,805,395,67644
121.07,4060,4029,1928,26210,64028,641,26210,640,1287,22174,22174,7040,81309,66522,26210,81309,22099,1287,640,110216
125.27,4536,4358,2213,28544,70117,759,28544,759,1454,24173,24173,8349,91479,72519,28544,91479,24220,1454,759,120119
119.1,4086,4033,2008,26308,63804,677,26308,678,1331,22247,22247,7458,81115,66741,26308,81115,22220,1331,678,110590
127.97,4422,4313,2151,28078,68905,691,28078,691,1460,23778,23778,7601,89279,71334,28078,89279,23830,1460,691,118117
114.97,3903,3912,1958,25232,61951,651,25232,650,1307,21347,21347,7150,79430,64041,25232,79430,21346,1307,650,106042
116.67,3740,3671,1957,24545,59042,658,24545,659,1299,20750,20750,7249,75812,62250,24545,75812,20619,1299,659,103046
118.07,3902,4054,2173,25801,62867,754,25801,754,1419,21843,21843,8294,78831,65529,25801,78831,21973,1419,754,108470
124.57,4470,4152,2001,27333,67903,674,27333,674,1327,23180,23180,7414,90684,69540,27333,90683,23142,1327,674,115218
123.1,4061,4322,2054,27638,66396,668,27638,667,1387,23331,23331,7337,81467,69993,27638,81468,23350,1387,667,116057
126.63,4417,4451,2305,29015,70553,771,29015,772,1533,24554,24554,8492,89124,73662,29015,89124,24517,1533,772,121911
122.67,4199,4219,2084,27176,66238,678,27176,678,1406,22996,22996,7458,83517,68988,27176,83517,23064,1406,678,114215
123.8,4133,4198,2124,27332,66304,695,27332,695,1429,23126,23126,7645,84539,69378,27332,84539,23090,1429,695,114913
123.3,4326,4220,2077,27622,67284,706,27622,706,1371,23390,23390,7766,85755,70170,27622,85755,23405,1371,706,116334
120.67,3963,4107,2097,26529,64024,704,26529,704,1393,22421,22421,7744,80334,67263,26529,80325,22392,1393,704,111478
99.17,3382,3357,1700,22059,53900,561,22059,561,1139,18682,18682,6171,68745,56046,22059,68754,18696,1139,561,92850
116.9,4054,3888,1902,25565,63150,637,25565,637,1265,21639,21639,7007,83337,64917,25565,83337,21634,1265,637,107621
108.77,3852,3841,1996,24913,60487,679,24913,679,1317,21070,21070,7469,77121,63210,24913,77121,21112,1317,679,104714
120.17,4022,4124,2110,26612,64479,714,26612,714,1396,22515,22515,7854,81527,67545,26612,81527,22412,1396,714,111805
111.4,3796,3800,1990,24854,60362,662,24854,662,1328,21031,21031,7282,76127,63093,24854,76127,21132,1328,662,104477
104.17,3542,3570,1745,22883,56215,594,22883,594,1151,19373,19373,6534,71862,58119,22883,71862,19369,1151,594,96186
117.37,3926,3922,1933,25457,62295,639,25457,634,1297,21540,21540,6974,80267,64619,25457,80267,21501,1297,634,107061
125.37,4329,4197,2135,27549,67824,704,27549,709,1428,23341,23341,7799,88557,70024,27549,88557,23382,1428,709,116024
123,4101,4197,2126,27149,65700,715,27149,715,1411,22957,22957,7865,82826,68871,27149,82826,22875,1411,715,114028
130.57,4624,4423,2175,28823,70989,728,28823,728,1447,24409,24409,8008,92448,73227,28823,92448,24490,1447,728,121271
118.7,4011,4001,2014,26207,63727,664,26207,664,1350,22165,22165,7304,81098,66495,26207,81098,22131,1350,664,110147
119.77,4157,4096,2003,26509,64771,658,26509,658,1344,22447,22447,7238,83678,67341,26509,83678,22374,1344,658,111544
120,4166,4234,2105,27556,66806,685,27556,685,1421,23290,23290,7535,83766,69870,27556,83766,23365,1421,685,115773
122.57,4103,4190,2113,27238,65511,699,27238,699,1414,23025,23025,7689,81989,69075,27238,81989,22954,1414,699,114414
124.3,4348,4214,2049,27397,67492,663,27397,663,1386,23200,23200,7293,87173,69600,27397,87173,23305,1386,663,115310
126.17,4321,4250,2083,27565,67784,690,27565,690,1393,23353,23353,7590,87585,70059,27565,87585,23307,1393,690,116012
122.43,4202,4205,2222,27318,66410,755,27318,755,1467,23133,23133,8305,84526,69399,27318,84526,23176,1467,755,114839
126.43,4243,4259,2029,27956,67817,657,27956,657,1372,23610,23610,7227,85781,70830,27956,85781,23608,1372,657,117566
118.87,4075,4097,2023,26435,64623,666,26435,666,1357,22391,22391,7326,82489,67173,26435,82489,22377,1357,666,111188
117.37,4089,3932,2056,25746,63151,698,25746,698,1358,21816,21816,7678,82998,65448,25746,82998,21834,1358,698,108398
118.5,4076,3947,1968,25701,63350,633,25701,633,1335,21778,21778,6963,82615,65334,25701,82614,21771,1335,633,108080
125.27,4173,4569,2333,29250,69616,796,29250,796,1537,24684,24684,8756,84246,74052,29250,84247,24623,1537,796,122704
100.43,3407,3349,1803,21956,53789,610,21956,610,1193,18593,18593,6710,69039,55779,21956,69039,18656,1193,610,92309
126.27,4472,4266,2016,27811,68392,691,27811,691,1325,23534,23534,7601,89232,70602,27811,89223,23536,1325,691,117047
128.97,4334,4396,2238,28667,69679,747,28667,746,1492,24228,24228,8206,88241,72684,28667,88250,24222,1492,746,120472
131.3,4317,4412,2232,28573,69520,737,28573,736,1495,24193,24193,8096,87901,72579,28573,87901,24167,1495,736,120139
128.87,4579,4296,2173,28144,70054,738,28144,738,1436,23866,23866,8118,93886,71598,28144,93886,23901,1436,738,118578
127.57,4173,4368,2234,28298,68087,754,28298,756,1478,23919,23919,8316,84251,71757,28298,84251,23884,1478,756,118876
126.5,4470,4218,2122,27832,68842,705,27832,705,1417,23573,23573,7755,91321,70719,27832,91321,23591,1417,705,117202
116.1,3834,4016,1916,25624,62393,649,25624,649,1267,21656,21656,7139,78215,64968,25624,78215,21668,1267,649,107692
121.13,4254,4055,2056,26522,65552,680,26522,680,1376,22493,22493,7480,85837,67479,26522,85837,22490,1376,680,111680
119.67,4204,4177,2204,27553,66963,751,27553,750,1454,23306,23306,8250,86546,69918,27553,86546,23242,1454,750,115800
105.13,3542,3610,1781,23144,56444,575,23144,574,1206,19578,19578,6314,72016,58734,23144,72016,19593,1206,574,97269
119.47,4154,4020,2051,26283,64642,687,26283,689,1363,22269,22269,7579,83973,66807,26283,83973,22320,1363,689,110609
120,4129,4032,2053,26364,64478,700,26364,700,1353,22328,22328,7700,82926,66984,26364,82926,22272,1353,700,110943
133.17,4630,4499,2196,29257,71800,711,29257,711,1485,24756,24756,7821,93462,74268,29257,93462,24804,1485,711,123056
119.43,4021,4086,2100,26684,64320,705,26684,705,1395,22538,22538,7755,80492,67614,26684,80492,22529,1395,705,112015
130.6,4393,4440,2297,28828,70249,768,28828,768,1529,24409,24409,8448,89694,73227,28828,89694,24431,1529,768,121265
118.3,4034,4013,1982,26128,64017,663,26128,662,1320,22112,22112,7282,82674,66336,26128,82674,22071,1320,662,109911
124.6,4233,4328,2179,27770,67788,755,27770,756,1423,23503,23503,8316,85302,70509,27770,85302,23541,1423,756,116740
120.6,4367,4059,2085,26960,66573,694,26960,693,1391,22833,22833,7623,89236,68499,26960,89236,22830,1391,693,113503
125.07,4257,4272,2123,27656,67561,699,27656,700,1424,23404,23404,7700,86155,70212,27656,86155,23408,1424,700,116260
121.93,4210,4117,1988,26765,65946,674,26765,674,1314,22651,22651,7414,85683,67953,26765,85683,22655,1314,674,112637
128.5,4263,4307,2176,27964,67922,745,27964,745,1431,23671,23671,8195,85915,71013,27964,85915,23624,1431,745,117591
124.53,4237,4246,2098,27435,66970,695,27435,695,1403,23211,23211,7645,85223,69633,27435,85223,23257,1403,695,115374
119.5,4109,4052,1984,26520,64651,646,26520,645,1339,22436,22436,7095,82925,67308,26520,82925,22427,1339,645,111518
125.27,4314,4251,2238,27603,67598,750,27603,751,1487,23381,23381,8261,87703,70143,27603,87703,23389,1487,751,116116
117.37,3866,3894,1984,25628,62162,666,25628,666,1318,21661,21661,7326,78719,64983,25628,78719,21614,1318,666,107666
121.4,4016,4155,2030,26610,64485,659,26610,658,1371,22515,22515,7238,81322,67545,26610,81322,22449,1371,658,111820
121.6,4104,4127,2176,26866,65859,740,26866,741,1436,22753,22753,8151,83419,68259,26866,83417,22864,1436,741,113017
125.67,4502,4453,2126,28909,70255,725,28909,725,1401,24454,24454,7975,88882,73362,28909,88884,24440,1401,725,121613
118.9,4082,4009,2046,26222,64175,688,26222,686,1359,22209,22209,7546,83263,66627,26222,83263,22196,1359,686,110392
127.33,4345,4383,2221,28309,68847,753,28309,755,1467,23949,23949,8305,87912,71847,28309,87909,23975,1467,755,119017
120.93,4083,4066,2021,26803,65171,676,26803,676,1345,22650,22650,7436,82937,67950,26803,82940,22631,1345,676,112711
109,3673,3756,1835,24071,58742,614,24071,614,1221,20366,20366,6754,74259,61098,24071,74259,20362,1221,614,101163
125.47,4303,4294,2195,27910,68097,750,27910,750,1445,23642,23642,8250,86290,70926,27910,86290,23662,1445,750,117469
121.8,3996,4145,2074,26953,64918,693,26953,693,1381,22772,22772,7623,81124,68316,26953,81124,22707,1381,693,113172
122.57,4153,4235,2244,27377,66336,756,27377,756,1488,23171,23171,8316,83423,69513,27377,83415,23239,1488,756,115077
118.17,3946,4073,1975,26403,63804,660,26403,660,1315,22296,22296,7260,79294,66888,26403,79302,22291,1315,660,110930
119.13,4034,4093,2190,26652,64450,732,26652,732,1457,22564,22564,8052,81568,67692,26652,81568,22571,1457,732,112035
117.1,4054,4174,2176,27151,65825,739,27151,739,1438,22965,22965,8129,82545,68895,27151,82545,22952,1438,739,114114
51.23,1703,1679,858,11116,27002,298,11116,298,560,9413,9413,3278,34927,28239,11116,34927,9328,560,298,46740
114.27,3827,3951,1960,25392,61545,652,25392,652,1308,21449,21449,7172,78059,64347,25392,78059,21445,1308,652,106739
122.8,4137,4174,2107,26955,66364,694,26955,694,1413,22840,22840,7634,85315,68520,26955,85315,22906,1413,694,113380
118.17,4058,3970,1967,26031,64310,653,26031,652,1314,22045,22045,7172,83698,66135,26031,83698,22067,1314,652,109609
121.7,4274,4113,2032,26937,65645,672,26937,673,1360,22802,22802,7403,85158,68406,26937,85158,22706,1360,673,113313
121.07,4226,4148,1999,26899,65833,652,26899,652,1347,22762,22762,7172,84520,68286,26899,84520,22879,1347,652,113211
120.3,4170,4186,2003,27103,65954,665,27103,665,1338,22925,22925,7315,83317,68775,27103,83317,22911,1338,665,113940
111.53,3747,3779,1958,24940,59975,648,24940,648,1310,21092,21092,7128,74891,63276,24940,74891,21011,1310,648,104783
113.87,4002,4036,1935,25627,63139,635,25627,635,1300,21692,21692,6985,80502,65076,25627,80502,21760,1300,635,107782
121.73,4085,4159,2033,27133,65362,666,27133,666,1367,22928,22928,7326,81830,68784,27133,81830,22934,1367,666,114007
118.9,4062,4049,2022,26289,64296,669,26289,669,1353,22243,22243,7359,82379,66729,26289,82379,22204,1353,669,110509
128.17,4524,4253,2145,27966,68927,733,27966,731,1413,23700,23700,8041,91149,71100,27966,91149,23671,1413,731,117783
109.87,3768,3776,1838,24436,59379,598,24436,600,1239,20691,20691,6600,74923,62073,24436,74923,20753,1239,600,102795
121.6,4148,4115,2023,26998,65799,657,26998,657,1366,22831,22831,7227,84550,68493,26998,84550,22757,1366,657,113533
126.37,4298,4343,2168,27900,68426,721,27900,721,1447,23606,23606,7931,86972,70818,27900,86972,23672,1447,721,117291
113.97,3916,3925,2046,25537,61778,689,25537,689,1357,21631,21631,7579,78052,64893,25537,78052,21660,1357,689,107391
126.03,4224,4319,2028,27870,67776,677,27870,672,1356,23549,23549,7392,85469,70647,27870,85469,23507,1356,672,117074
119.8,4241,4178,2117,27400,66906,686,27400,691,1426,23191,23191,7601,85594,69573,27400,85594,23189,1426,691,115265
124,4185,4215,2119,27420,66698,711,27420,710,1408,23176,23176,7810,85056,69528,27420,85056,23184,1408,710,115229
111.63,3887,3798,1996,24624,60188,688,24624,689,1308,20880,20880,7579,77404,62640,24624,77404,20917,1308,689,103633
109.3,3607,3754,1926,24605,58838,638,24605,638,1288,20782,20782,7018,72635,62346,24605,72635,20687,1288,638,103246
123.6,4227,4201,2094,27122,66803,695,27122,694,1400,22971,22971,7634,86324,68913,27122,86324,23023,1400,694,114167
120.9,4052,4141,2015,26686,65042,665,26686,666,1349,22587,22587,7326,82466,67761,26686,82466,22491,1349,666,112191
121.53,4218,4108,2074,26802,65476,702,26802,701,1373,22667,22667,7711,84313,68001,26802,84313,22768,1373,701,112696
107.23,3694,3623,1870,23848,57992,634,23848,635,1235,20188,20188,6985,74810,60564,23848,74810,20122,1235,635,100347
122.03,4162,4145,2018,26678,65444,689,26678,689,1329,22574,22574,7579,84011,67722,26678,84011,22582,1329,689,112229
126.43,4323,4305,2259,28200,68570,760,28200,760,1499,23864,23864,8360,86790,71592,28200,86786,23911,1499,760,118501
111.27,3853,3959,2009,25643,61997,664,25643,664,1345,21678,21678,7304,77635,65034,25643,77639,21671,1345,664,107673
131.03,4431,4474,2221,29038,70343,733,29038,733,1488,24558,24558,8063,88891,73674,29038,88891,24581,1488,733,122086
119.2,3983,4127,2040,26782,64543,674,26782,674,1366,22630,22630,7414,79614,67890,26782,79614,22660,1366,674,112558
118.17,3864,4128,2057,26349,63575,675,26349,674,1382,22296,22296,7414,77527,66888,26349,77527,22277,1382,674,110692
121.23,4203,4132,2047,26927,65260,678,26927,679,1369,22775,22775,7469,83402,68325,26927,83402,22749,1369,679,113263
120,4130,4096,1988,26603,65024,645,26603,644,1342,22524,22524,7084,83026,67572,26603,83026,22563,1342,644,111846
121.17,4125,4168,2141,27105,65936,711,27105,712,1431,22922,22922,7832,83899,68766,27105,83899,22899,1431,712,113881
125.87,4243,4255,2207,27717,67400,745,27717,745,1462,23460,23460,8195,85417,70380,27717,85417,23456,1462,745,116520
123.43,4327,4377,2178,28303,69090,725,28303,725,1453,23942,23942,7975,87521,71826,28303,87521,23949,1453,725,118915
119.9,4115,4150,1976,26807,64574,653,26807,653,1323,22667,22667,7183,81450,68001,26807,81450,22592,1323,653,112743
120.27,4197,4017,2067,26531,64959,661,26531,661,1406,22473,22473,7271,84354,67419,26531,84354,22529,1406,661,111674
116.27,3936,3937,1985,25680,62537,680,25680,680,1305,21715,21715,7480,79655,65145,25680,79655,21698,1305,680,107907
104.5,3539,3727,1868,23599,57240,637,23599,637,1231,19951,19951,7007,71164,59853,23599,71164,20022,1231,637,99146
121.9,4173,3953,2040,26166,64590,682,26166,681,1359,22193,22193,7491,84879,66579,26166,84879,22164,1359,681,110192
125.27,4357,4278,2122,27918,68126,693,27918,694,1428,23613,23613,7634,87866,70839,27918,87858,23637,1428,694,117396
118.57,4048,4019,1926,26245,63995,617,26245,617,1309,22199,22199,6787,82056,66597,26245,82064,22130,1309,617,110321
120.4,4135,4113,2002,26614,64753,667,26614,667,1335,22530,22530,7337,81413,67590,26614,81412,22557,1335,667,111984
122.8,4174,4251,2133,27572,66486,726,27572,725,1407,23306,23306,7975,83712,69918,27572,83713,23229,1407,725,115879
124.6,4240,4428,2246,28539,69268,740,28539,741,1506,24154,24154,8151,86229,72462,28539,86229,24264,1506,741,119959
120.53,4001,4206,2082,27065,65489,709,27065,709,1373,22853,22853,7799,80603,68559,27065,80603,22844,1373,709,113675
127.2,4395,4272,2125,27849,68222,711,27849,711,1413,23591,23591,7821,88595,70773,27849,88595,23577,1413,711,117221
121.33,4304,4072,2035,26918,66162,694,26918,694,1342,22791,22791,7634,87417,68373,26918,87417,22806,1342,694,113396
113.03,3710,3855,1962,24943,60092,650,24943,648,1313,21092,21092,7128,74304,63276,24943,74304,21048,1313,648,104686
127.13,4308,4366,2190,28147,68749,719,28147,721,1470,23814,23814,7931,87778,71440,28147,87778,23801,1470,721,118272
123.83,4297,4183,2122,27235,66493,722,27235,722,1400,23063,23063,7942,85914,69191,27235,85914,23066,1400,722,114600
